,GrupoHR,Contador,HRDescripcion,HRPuesto,GPlanificacion,EstadoGlobal,EstadoInstalacion,Estrategia,HRContador,EstrategiaMTTO,pos,Actividades,Puesto,ClaseOT,ACant,AHoras,posHRContador,Frecuencia,Material,MCantidad
6861,MFAJ002,M2,PREV_MEC_FAJA_ CV203,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ002M2,PREV,130,Cambio polines de retorno en V 660H,TEC-MEC,PM01,3.0,3.0,MFAJ002M2130,H4,3041321,1
6862,MFAJ002,M2,PREV_MEC_FAJA_ CV203,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ002M2,PREV,140,Cambio polines de retorno plano 660H,TEC-MEC,PM01,3.0,3.0,MFAJ002M2140,H4,3041318,1
6863,MFAJ002,M2,PREV_MEC_FAJA_ CV203,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ002M2,PREV,150,Cambio del raspador 4000H,TEC-MEC,PM01,2.0,2.0,MFAJ002M2150,HE,,
6864,MFAJ002,M2,PREV_MEC_FAJA_ CV203,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ002M2,PREV,160,Cambio de las placas del raspador 4000H,TEC-MEC,PM01,2.0,2.0,MFAJ002M2160,HE,,
6865,MFAJ002,M2,PREV_MEC_FAJA_ CV203,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ002M2,PREV,170,Cambio de las placas del raspador 4000H,TEC-MEC,PM01,2.0,2.0,MFAJ002M2170,HE,,
6866,MFAJ002,M3,LUBR_MEC_FAJA_ CV203,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ002M3,LUBR,10,Extraccion de muestra de aceite 660H,TEC-MEC,PM01,1.0,0.3,MFAJ002M310,H4,,
6867,MFAJ002,M3,LUBR_MEC_FAJA_ CV203,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ002M3,LUBR,20,Lubricacion por grasa 1500H,TEC-MEC,PM01,2.0,0.3,MFAJ002M320,H9,,
6868,MFAJ002,M3,LUBR_MEC_FAJA_ CV203,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ002M3,LUBR,30,Lubricacion por grasa 1500H,TEC-MEC,PM01,2.0,0.3,MFAJ002M330,H9,,
6869,MFAJ002,M3,LUBR_MEC_FAJA_ CV203,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ002M3,LUBR,40,Lubricacion por grasa 1500H,TEC-MEC,PM01,2.0,0.3,MFAJ002M340,H9,,
6870,MFAJ002,M3,LUBR_MEC_FAJA_ CV203,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ002M3,LUBR,50,Lubricacion por grasa (2) 1500H,TEC-MEC,PM01,2.0,0.3,MFAJ002M350,H9,,
6871,MFAJ002,M3,LUBR_MEC_FAJA_ CV203,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ002M3,LUBR,60,Lubricacion por grasa 1500H,TEC-MEC,PM01,2.0,0.3,MFAJ002M360,H9,,
6872,MFAJ002,M3,LUBR_MEC_FAJA_ CV203,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ002M3,LUBR,70,Lubricacion por grasa 1500H,TEC-MEC,PM01,2.0,0.3,MFAJ002M370,H9,,
6873,MFAJ002,E1,INSP_ELE_FAJA_ CV203,TEC-ELE,P01,4.0,1.0,CAL001,MFAJ002E1,INSP,10,Inspeccion de iluminacion 3M,TEC-ELE,PM01,2.0,0.5,MFAJ002E110,S7,,
6874,MFAJ002,E1,INSP_ELE_FAJA_ CV203,TEC-ELE,P01,4.0,1.0,CAL001,MFAJ002E1,INSP,20,Inspeccion general faja 1S,TEC-ELE,PM01,2.0,1.5,MFAJ002E120,S1,,
6875,MFAJ002,E2,PREV_ELE_FAJA_ CV203,TEC-ELE,P01,4.0,1.0,HOR002,MFAJ002E2,PREV,10,Mantenimiento menor de motor 1000H,TEC-ELE,PM01,2.0,1.0,MFAJ002E210,H6,,
6876,MFAJ002,E2,PREV_ELE_FAJA_ CV203,TEC-ELE,P01,4.0,1.0,HOR002,MFAJ002E2,PREV,20,Mtto botonera de campo 4000H,TEC-ELE,PM01,1.0,1.0,MFAJ002E220,HE,,
6877,MFAJ002,E2,PREV_ELE_FAJA_ CV203,TEC-ELE,P01,4.0,1.0,HOR002,MFAJ002E2,PREV,30,Mantenimiento de panel de control 4000H,TEC-ELE,PM01,2.0,1.0,MFAJ002E230,HE,,
6878,MFAJ002,E2,PREV_ELE_FAJA_ CV203,TEC-ELE,P01,4.0,1.0,HOR002,MFAJ002E2,PREV,40,Mantenimiento caja de conexiones 4000H,TEC-ELE,PM01,2.0,1.0,MFAJ002E240,HE,,
6879,MFAJ002,E2,PREV_ELE_FAJA_ CV203,TEC-ELE,P01,4.0,1.0,HOR002,MFAJ002E2,PREV,50,Mtto general motor 4000H,TEC-ELE,PM01,2.0,4.5,MFAJ002E250,HE,,
6880,MFAJ002,E2,PREV_ELE_FAJA_ CV203,TEC-ELE,P01,4.0,1.0,HOR002,MFAJ002E2,PREV,60,Mtto general sistema de enfriamiento 4000H,TEC-ELE,PM01,2.0,1.0,MFAJ002E260,HE,,
6881,MFAJ002,E2,PREV_ELE_FAJA_ CV203,TEC-ELE,P01,4.0,1.0,HOR002,MFAJ002E2,PREV,70,Mtto general sistema de enfriamiento 8000H,TEC-ELE,PM01,2.0,4.0,MFAJ002E270,HL,,
6882,MFAJ002,E3,LUBR_ELE_FAJA_ CV203,TEC-ELE,P01,4.0,1.0,HOR002,MFAJ002E3,LUBR,10,Lubricacion de motor electrico 4500H,TEC-ELE,PM01,2.0,0.5,MFAJ002E310,HF,2530835,105
6883,MFAJ002,E3,LUBR_ELE_FAJA_ CV203,TEC-ELE,P01,4.0,1.0,HOR002,MFAJ002E3,LUBR,20,Lubricacion general sistema de enfriamiento 20000H,TEC-ELE,PM01,2.0,1.0,MFAJ002E320,HZ,2530835,0.04
6884,MFAJ002,E3,LUBR_ELE_FAJA_ CV203,TEC-ELE,P01,4.0,1.0,HOR002,MFAJ002E3,LUBR,20,Lubricacion general sistema de enfriamiento 20000H,TEC-ELE,PM01,2.0,1.0,MFAJ002E320,HZ,2530835,0.04
6885,MFAJ002,I1,INSP_INS_FAJA_ CV203,TEC-INS,P01,4.0,1.0,CAL001,MFAJ002I1,INSP,10,Inspeccion general faja 1M,TEC-INS,PM01,2.0,6.3,MFAJ002I110,S3,,
6886,MFAJ002,I2,PREV_INS_FAJA_ CV203,TEC-INS,P01,4.0,1.0,HOR002,MFAJ002I2,PREV,10,Contrastacion y/o ajuste 4000H,TEC-INS,PM01,2.0,4.0,MFAJ002I210,HE,,
6887,MFAJ002,I2,PREV_INS_FAJA_ CV203,TEC-INS,P01,4.0,1.0,HOR002,MFAJ002I2,PREV,20,Mtto general instrumentos 4000H,TEC-INS,PM01,2.0,6.5,MFAJ002I220,HE,,
6888,MFAJ002,P1,PRED_CON_FAJA_ CV203,TEC-PRED,P01,4.0,1.0,HOR002,MFAJ002P1,PRED,10,Monitoreo de vibracion 660H,TEC-PRED,PM01,1.0,1.0,MFAJ002P110,H4,,
6889,MFAJ002,P1,PRED_CON_FAJA_ CV203,TEC-PRED,P01,4.0,1.0,HOR002,MFAJ002P1,PRED,20,Monitoreo de termografia 660H,TEC-PRED,PM01,1.0,0.5,MFAJ002P120,H4,,
6890,MFAJ002,P1,PRED_CON_FAJA_ CV203,TEC-PRED,P01,4.0,1.0,HOR002,MFAJ002P1,PRED,30,Monitoreo cond vibracion rod 660H,TEC-PRED,PM01,1.0,0.3,MFAJ002P130,H4,,
6891,MFAJ002,P1,PRED_CON_FAJA_ CV203,TEC-PRED,P01,4.0,1.0,HOR002,MFAJ002P1,PRED,40,Monitoreo cond termografia 660H,TEC-PRED,PM01,1.0,0.3,MFAJ002P140,H4,,
6892,MFAJ002,P1,PRED_CON_FAJA_ CV203,TEC-PRED,P01,4.0,1.0,HOR002,MFAJ002P1,PRED,50,Monitoreo cond vibracion rod 660H,TEC-PRED,PM01,1.0,0.3,MFAJ002P150,H4,,
6893,MFAJ002,P1,PRED_CON_FAJA_ CV203,TEC-PRED,P01,4.0,1.0,HOR002,MFAJ002P1,PRED,60,Monitoreo cond termografia 660H,TEC-PRED,PM01,1.0,0.3,MFAJ002P160,H4,,
6894,MFAJ002,P1,PRED_CON_FAJA_ CV203,TEC-PRED,P01,4.0,1.0,HOR002,MFAJ002P1,PRED,70,Monitoreo cond vibracion rodamiento 660H,TEC-PRED,PM01,1.0,0.3,MFAJ002P170,H4,,
6895,MFAJ002,P1,PRED_CON_FAJA_ CV203,TEC-PRED,P01,4.0,1.0,HOR002,MFAJ002P1,PRED,80,Monitoreo de condicion termografia 660H,TEC-PRED,PM01,1.0,0.3,MFAJ002P180,H4,,
6896,MFAJ002,P1,PRED_CON_FAJA_ CV203,TEC-PRED,P01,4.0,1.0,HOR002,MFAJ002P1,PRED,90,Monitoreo cond vibracion rodamiento 660H,TEC-PRED,PM01,1.0,0.3,MFAJ002P190,H4,,
6897,MFAJ002,P1,PRED_CON_FAJA_ CV203,TEC-PRED,P01,4.0,1.0,HOR002,MFAJ002P1,PRED,100,Monitoreo condicion por termografia 660H,TEC-PRED,PM01,1.0,0.3,MFAJ002P1100,H4,,
6898,MFAJ002,P1,PRED_CON_FAJA_ CV203,TEC-PRED,P01,4.0,1.0,HOR002,MFAJ002P1,PRED,110,Monitoreo cond vibr rodamiento (2) 660H,TEC-PRED,PM01,1.0,0.3,MFAJ002P1110,H4,,
6899,MFAJ002,P1,PRED_CON_FAJA_ CV203,TEC-PRED,P01,4.0,1.0,HOR002,MFAJ002P1,PRED,120,Monitoreo cond por termografia (2) 660H,TEC-PRED,PM01,1.0,0.3,MFAJ002P1120,H4,,
6900,MFAJ002,P1,PRED_CON_FAJA_ CV203,TEC-PRED,P01,4.0,1.0,HOR002,MFAJ002P1,PRED,130,Monitoreo cond vibracion rodamiento 660H,TEC-PRED,PM01,1.0,0.3,MFAJ002P1130,H4,,
6901,MFAJ002,P1,PRED_CON_FAJA_ CV203,TEC-PRED,P01,4.0,1.0,HOR002,MFAJ002P1,PRED,140,Monitoreo condicion por termografia 660H,TEC-PRED,PM01,1.0,0.3,MFAJ002P1140,H4,,
6902,MFAJ002,P1,PRED_CON_FAJA_ CV203,TEC-PRED,P01,4.0,1.0,HOR002,MFAJ002P1,PRED,150,Monitoreo cond vibracion rodamiento 660H,TEC-PRED,PM01,1.0,0.3,MFAJ002P1150,H4,,
6903,MFAJ002,P1,PRED_CON_FAJA_ CV203,TEC-PRED,P01,4.0,1.0,HOR002,MFAJ002P1,PRED,160,Monitoreo condicion por termografia 660H,TEC-PRED,PM01,1.0,0.3,MFAJ002P1160,H4,,
6904,MFAJ003,M1,INSP_MEC_FAJA_ CV204,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ003M1,INSP,10,Inspeccion de elastomero 4000H,TEC-MEC,PM01,2.0,2.0,MFAJ003M110,HE,,
6905,MFAJ003,M1,INSP_MEC_FAJA_ CV204,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ003M1,INSP,20,Inspeccion del sistema contrapeso 1000H,TEC-MEC,PM01,1.0,0.3,MFAJ003M120,H6,,
6906,MFAJ003,M1,INSP_MEC_FAJA_ CV204,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ003M1,INSP,30,Inspeccion general faja 165H,TEC-MEC,PM01,2.0,1.8,MFAJ003M130,H2,,
6907,MFAJ003,M1,INSP_MEC_FAJA_ CV204,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ003M1,INSP,40,Inspeccion general faja 660H,TEC-MEC,PM01,2.0,0.6,MFAJ003M140,H4,,
6908,MFAJ003,M1,INSP_MEC_FAJA_ CV204,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ003M1,INSP,50,Inspeccion general faja 2000H,TEC-MEC,PM01,2.0,0.9,MFAJ003M150,HA,,
6909,MFAJ003,M2,PREV_MEC_FAJA_ CV204,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ003M2,PREV,10,Cambio de aceite de reductor 8000H,TEC-MEC,PM01,2.0,4.0,MFAJ003M210,HL,2530846,74
6910,MFAJ003,M2,PREV_MEC_FAJA_ CV204,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ003M2,PREV,20,Cambio de las pastillas de freno 1000H,TEC-MEC,PM01,2.0,2.0,MFAJ003M220,H6,,
6911,MFAJ003,M2,PREV_MEC_FAJA_ CV204,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ003M2,PREV,30,Cambio de los filtros de aceite 4000H,TEC-MEC,PM01,1.0,0.5,MFAJ003M230,HE,,
6912,MFAJ003,M2,PREV_MEC_FAJA_ CV204,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ003M2,PREV,40,Cambio de banda 16000H,TEC-MEC,PM01,6.0,32.0,MFAJ003M240,HV,,
6913,MFAJ003,M2,PREV_MEC_FAJA_ CV204,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ003M2,PREV,50,Cambio de la polea 8000H,TEC-MEC,PM01,4.0,8.0,MFAJ003M250,HL,,
6914,MFAJ003,M2,PREV_MEC_FAJA_ CV204,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ003M2,PREV,60,Cambio de la polea cola 8000H,TEC-MEC,PM01,4.0,8.0,MFAJ003M260,HL,,
6915,MFAJ003,M2,PREV_MEC_FAJA_ CV204,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ003M2,PREV,70,Cambio de la polea (2) 8000H,TEC-MEC,PM01,4.0,8.0,MFAJ003M270,HL,,
6916,MFAJ003,M2,PREV_MEC_FAJA_ CV204,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ003M2,PREV,80,Cambio de la polea tensora 8000H,TEC-MEC,PM01,4.0,8.0,MFAJ003M280,HL,,
6917,MFAJ003,M2,PREV_MEC_FAJA_ CV204,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ003M2,PREV,90,Cambio polines de impacto 660H,TEC-MEC,PM01,3.0,3.0,MFAJ003M290,H4,3041322,1
6918,MFAJ003,M2,PREV_MEC_FAJA_ CV204,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ003M2,PREV,90,Cambio polines de impacto 660H,TEC-MEC,PM01,3.0,3.0,MFAJ003M290,H4,3041324,1
6919,MFAJ003,M2,PREV_MEC_FAJA_ CV204,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ003M2,PREV,100,Cambio polines de carga 660H,TEC-MEC,PM01,3.0,3.0,MFAJ003M2100,H4,3041316,1
6920,MFAJ003,M2,PREV_MEC_FAJA_ CV204,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ003M2,PREV,100,Cambio polines de carga 660H,TEC-MEC,PM01,3.0,3.0,MFAJ003M2100,H4,3041317,1
6921,MFAJ003,M2,PREV_MEC_FAJA_ CV204,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ003M2,PREV,100,Cambio polines de carga 660H,TEC-MEC,PM01,3.0,3.0,MFAJ003M2100,H4,3041320,1
6922,MFAJ003,M2,PREV_MEC_FAJA_ CV204,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ003M2,PREV,100,Cambio polines de carga 660H,TEC-MEC,PM01,3.0,3.0,MFAJ003M2100,H4,3041323,1
6923,MFAJ003,M2,PREV_MEC_FAJA_ CV204,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ003M2,PREV,110,Cambio polines de retorno en V 660H,TEC-MEC,PM01,3.0,3.0,MFAJ003M2110,H4,3041319,1
6924,MFAJ003,M2,PREV_MEC_FAJA_ CV204,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ003M2,PREV,110,Cambio polines de retorno en V 660H,TEC-MEC,PM01,3.0,3.0,MFAJ003M2110,H4,3041321,1
6925,MFAJ003,M2,PREV_MEC_FAJA_ CV204,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ003M2,PREV,120,Cambio polines de retorno 660H,TEC-MEC,PM01,3.0,3.0,MFAJ003M2120,H4,3041318,1
6926,MFAJ003,M2,PREV_MEC_FAJA_ CV204,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ003M2,PREV,130,Mtto del sistema de contrapeso 4000H,TEC-MEC,PM01,2.0,4.0,MFAJ003M2130,HE,,
6927,MFAJ003,M3,LUBR_MEC_FAJA_ CV204,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ003M3,LUBR,10,Extraccion de muestra de aceite 660H,TEC-MEC,PM01,1.0,0.3,MFAJ003M310,H4,,
6928,MFAJ003,M3,LUBR_MEC_FAJA_ CV204,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ003M3,LUBR,20,Lubricacion por grasa polea cabeza 1500H,TEC-MEC,PM01,2.0,0.3,MFAJ003M320,H9,,
6929,MFAJ003,M3,LUBR_MEC_FAJA_ CV204,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ003M3,LUBR,30,Lubricacion por grasa 1500H,TEC-MEC,PM01,2.0,0.3,MFAJ003M330,H9,,
6930,MFAJ003,M3,LUBR_MEC_FAJA_ CV204,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ003M3,LUBR,40,Lubricacion por grasa (2) 1500H,TEC-MEC,PM01,2.0,0.3,MFAJ003M340,H9,,
6931,MFAJ003,M3,LUBR_MEC_FAJA_ CV204,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ003M3,LUBR,50,Lubricacion por grasa 1500H,TEC-MEC,PM01,2.0,0.3,MFAJ003M350,H9,,
6932,MFAJ003,E1,INSP_ELE_FAJA_ CV204,TEC-ELE,P01,4.0,1.0,CAL001,MFAJ003E1,INSP,10,Inspeccion de iluminacion 3M,TEC-ELE,PM01,2.0,0.5,MFAJ003E110,S7,,
6933,MFAJ003,E1,INSP_ELE_FAJA_ CV204,TEC-ELE,P01,4.0,1.0,CAL001,MFAJ003E1,INSP,20,Inspeccion general faja 1S,TEC-ELE,PM01,2.0,1.5,MFAJ003E120,S1,,
6934,MFAJ003,E2,PREV_ELE_FAJA_ CV204,TEC-ELE,P01,4.0,1.0,HOR002,MFAJ003E2,PREV,10,Mantenimiento menor de motor 1000H,TEC-ELE,PM01,2.0,1.0,MFAJ003E210,H6,,
6935,MFAJ003,E2,PREV_ELE_FAJA_ CV204,TEC-ELE,P01,4.0,1.0,HOR002,MFAJ003E2,PREV,20,Mtto Preventivo de variador 4000H,TEC-ELE,PM01,2.0,2.0,MFAJ003E220,HE,,
6936,MFAJ003,E2,PREV_ELE_FAJA_ CV204,TEC-ELE,P01,4.0,1.0,HOR002,MFAJ003E2,PREV,30,Mtto de botonera de campo 4000H,TEC-ELE,PM01,1.0,1.0,MFAJ003E230,HE,,
6937,MFAJ003,E2,PREV_ELE_FAJA_ CV204,TEC-ELE,P01,4.0,1.0,HOR002,MFAJ003E2,PREV,40,Mantenimiento de panel de control 4000H,TEC-ELE,PM01,2.0,2.0,MFAJ003E240,HE,,
6938,MFAJ003,E2,PREV_ELE_FAJA_ CV204,TEC-ELE,P01,4.0,1.0,HOR002,MFAJ003E2,PREV,50,Mantenimiento caja de conexiones 4000H,TEC-ELE,PM01,2.0,1.0,MFAJ003E250,HE,,
6939,MFAJ003,E2,PREV_ELE_FAJA_ CV204,TEC-ELE,P01,4.0,1.0,HOR002,MFAJ003E2,PREV,60,Mantenimiento menor de motor 4000H,TEC-ELE,PM01,2.0,0.5,MFAJ003E260,HE,,
6940,MFAJ003,E2,PREV_ELE_FAJA_ CV204,TEC-ELE,P01,4.0,1.0,HOR002,MFAJ003E2,PREV,70,Mantenimiento mayor de motor 8000H,TEC-ELE,PM01,2.0,2.0,MFAJ003E270,HL,,
6941,MFAJ003,E2,PREV_ELE_FAJA_ CV204,TEC-ELE,P01,4.0,1.0,HOR002,MFAJ003E2,PREV,80,Mtto de detector de metales 660H,TEC-ELE,PM01,2.0,2.0,MFAJ003E280,H4,,
6942,MFAJ003,E2,PREV_ELE_FAJA_ CV204,TEC-ELE,P01,4.0,1.0,HOR002,MFAJ003E2,PREV,90,Calibracion de detector de metales 4000H,TEC-ELE,PM01,2.0,1.0,MFAJ003E290,HE,,
6943,MFAJ003,E2,PREV_ELE_FAJA_ CV204,TEC-ELE,P01,4.0,1.0,HOR002,MFAJ003E2,PREV,100,Mtto general motor 4000H,TEC-ELE,PM01,2.0,5.0,MFAJ003E2100,HE,,
6944,MFAJ003,E3,LUBR_ELE_FAJA_ CV204,TEC-ELE,P01,4.0,1.0,HOR002,MFAJ003E3,LUBR,10,Lubricacion del motor electrico 8000H,TEC-ELE,PM01,2.0,0.5,MFAJ003E310,HL,2530835,0.05
6945,MFAJ003,E3,LUBR_ELE_FAJA_ CV204,TEC-ELE,P01,4.0,1.0,HOR002,MFAJ003E3,LUBR,20,Lubricacion del motor electrico 10000H,TEC-ELE,PM01,2.0,0.5,MFAJ003E320,HN,2530835,0.04
6946,MFAJ003,E3,LUBR_ELE_FAJA_ CV204,TEC-ELE,P01,4.0,1.0,HOR002,MFAJ003E3,LUBR,30,Lubricacion de motor 20000H,TEC-ELE,PM01,2.0,0.5,MFAJ003E330,HZ,2530835,0.04
6947,MFAJ003,I1,INSP_INS_FAJA_ CV204,TEC-INS,P01,4.0,1.0,CAL001,MFAJ003I1,INSP,10,Inspeccion general faja 1M,TEC-INS,PM01,2.0,2.5,MFAJ003I110,S3,,
6948,MFAJ003,I2,PREV_INS_FAJA_ CV204,TEC-INS,P01,4.0,1.0,HOR002,MFAJ003I2,PREV,10,Contrastacion y/o ajuste 4000H,TEC-INS,PM01,2.0,4.0,MFAJ003I210,HE,,
6949,MFAJ003,I2,PREV_INS_FAJA_ CV204,TEC-INS,P01,4.0,1.0,HOR002,MFAJ003I2,PREV,20,Mtto general instrumentos 4000H,TEC-INS,PM01,2.0,5.0,MFAJ003I220,HE,,
6950,MFAJ003,P1,PRED_CON_FAJA_ CV204,TEC-PRED,P01,4.0,1.0,HOR002,MFAJ003P1,PRED,10,Monitoreo de vibracion 660H,TEC-PRED,PM01,1.0,1.0,MFAJ003P110,H4,,
6951,MFAJ003,P1,PRED_CON_FAJA_ CV204,TEC-PRED,P01,4.0,1.0,HOR002,MFAJ003P1,PRED,20,Monitoreo de termografia 660H,TEC-PRED,PM01,1.0,0.5,MFAJ003P120,H4,,
6952,MFAJ003,P1,PRED_CON_FAJA_ CV204,TEC-PRED,P01,4.0,1.0,HOR002,MFAJ003P1,PRED,30,Monitoreo cond vibracion rodamiento 660H,TEC-PRED,PM01,1.0,0.3,MFAJ003P130,H4,,
6953,MFAJ003,P1,PRED_CON_FAJA_ CV204,TEC-PRED,P01,4.0,1.0,HOR002,MFAJ003P1,PRED,40,Monitoreo condicion termografia 660H,TEC-PRED,PM01,1.0,0.3,MFAJ003P140,H4,,
6954,MFAJ003,P1,PRED_CON_FAJA_ CV204,TEC-PRED,P01,4.0,1.0,HOR002,MFAJ003P1,PRED,50,Monitoreo condicion por vibracion 660H,TEC-PRED,PM01,1.0,0.3,MFAJ003P150,H4,,
6955,MFAJ003,P1,PRED_CON_FAJA_ CV204,TEC-PRED,P01,4.0,1.0,HOR002,MFAJ003P1,PRED,60,Monitoreo de cond por termografia 660H,TEC-PRED,PM01,1.0,0.3,MFAJ003P160,H4,,
6956,MFAJ003,P1,PRED_CON_FAJA_ CV204,TEC-PRED,P01,4.0,1.0,HOR002,MFAJ003P1,PRED,70,Monitoreo cond vibracion rodamiento 660H,TEC-PRED,PM01,1.0,0.3,MFAJ003P170,H4,,
6957,MFAJ003,P1,PRED_CON_FAJA_ CV204,TEC-PRED,P01,4.0,1.0,HOR002,MFAJ003P1,PRED,80,Monitoreo cond por termografia 660H,TEC-PRED,PM01,1.0,0.3,MFAJ003P180,H4,,
6958,MFAJ003,P1,PRED_CON_FAJA_ CV204,TEC-PRED,P01,4.0,1.0,HOR002,MFAJ003P1,PRED,90,Monitoreo cond vibr rodamiento (2) 660H,TEC-PRED,PM01,1.0,0.3,MFAJ003P190,H4,2525546,291
6959,MFAJ003,P1,PRED_CON_FAJA_ CV204,TEC-PRED,P01,4.0,1.0,HOR002,MFAJ003P1,PRED,100,Monitoreo condicion termografia (2) 660H,TEC-PRED,PM01,1.0,0.3,MFAJ003P1100,H4,,
6960,MFAJ003,P1,PRED_CON_FAJA_ CV204,TEC-PRED,P01,4.0,1.0,HOR002,MFAJ003P1,PRED,110,Monitoreo condicion por vibracion 660H,TEC-PRED,PM01,1.0,0.3,MFAJ003P1110,H4,,
6961,MFAJ003,P1,PRED_CON_FAJA_ CV204,TEC-PRED,P01,4.0,1.0,HOR002,MFAJ003P1,PRED,120,Monitoreo condicion por termografia 660H,TEC-PRED,PM01,1.0,0.3,MFAJ003P1120,H4,,
6962,MFAJ004,M1,INSP_MEC_FAJA_ CV205,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ004M1,INSP,10,Inspeccion elastomero 4000H,TEC-MEC,PM01,2.0,2.0,MFAJ004M110,HE,,
6963,MFAJ004,M1,INSP_MEC_FAJA_ CV205,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ004M1,INSP,20,Inspeccion del sistema contrapeso 1000H,TEC-MEC,PM01,1.0,0.3,MFAJ004M120,H6,,
6964,MFAJ004,M1,INSP_MEC_FAJA_ CV205,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ004M1,INSP,30,Inspeccion general faja 165H,TEC-MEC,PM01,2.0,1.8,MFAJ004M130,H2,,
6965,MFAJ004,M1,INSP_MEC_FAJA_ CV205,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ004M1,INSP,40,Inspeccion general faja 660H,TEC-MEC,PM01,2.0,0.6,MFAJ004M140,H4,,
6966,MFAJ004,M1,INSP_MEC_FAJA_ CV205,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ004M1,INSP,50,Inspeccion general faja 2000H,TEC-MEC,PM01,2.0,0.9,MFAJ004M150,HA,,
6967,MFAJ004,M2,PREV_MEC_FAJA_ CV205,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ004M2,PREV,10,Cambio de aceite 8000H,TEC-MEC,PM01,2.0,4.0,MFAJ004M210,HL,2530846,77
6968,MFAJ004,M2,PREV_MEC_FAJA_ CV205,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ004M2,PREV,20,Cambio de las pastillas de freno 1000H,TEC-MEC,PM01,2.0,2.0,MFAJ004M220,H6,,
6969,MFAJ004,M2,PREV_MEC_FAJA_ CV205,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ004M2,PREV,30,Cambio de los filtros de aceite 4000H,TEC-MEC,PM01,1.0,0.5,MFAJ004M230,HE,,
6970,MFAJ004,M2,PREV_MEC_FAJA_ CV205,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ004M2,PREV,40,Cambio de banda 16000H,TEC-MEC,PM01,6.0,32.0,MFAJ004M240,HV,2525523,511
6971,MFAJ004,M2,PREV_MEC_FAJA_ CV205,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ004M2,PREV,50,Cambio de la polea 8000H,TEC-MEC,PM01,4.0,8.0,MFAJ004M250,HL,,
6972,MFAJ004,M2,PREV_MEC_FAJA_ CV205,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ004M2,PREV,60,Cambio de la polea 8000H,TEC-MEC,PM01,4.0,8.0,MFAJ004M260,HL,,
6973,MFAJ004,M2,PREV_MEC_FAJA_ CV205,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ004M2,PREV,70,Cambio de la polea (2) 8000H,TEC-MEC,PM01,4.0,8.0,MFAJ004M270,HL,,
6974,MFAJ004,M2,PREV_MEC_FAJA_ CV205,TEC-MEC,P01,4.0,1.0,HOR002,MFAJ004M2,PREV,80,Cambio de la polea 8000H,TEC-MEC,PM01,4.0,8.0,MFAJ004M280,HL,,
