,pos,Actividades,Puesto,ClaseOT,ACant,AHoras,HRContador,posHRContador,Frecuencia
5034,30,Monit x vibracion caja rodamientos 1500H,TEC-PRD,PM01,1.0,0.3,MBOM026P1,MBOM026P130,H9
5035,40,Monit temperat rodamientos bomba 1500H,TEC-PRD,PM01,1.0,0.3,MBOM026P1,MBOM026P140,H9
5036,10,Inspeccion de carcasa de bomba 660H,TEC-MEC,PM01,2.0,0.5,MBOM027M1,MBOM027M110,H4
5037,20,Prueba de eficiencia de carcasa 8000H,TEC-MEC,PM01,2.0,1.0,MBOM027M1,MBOM027M120,HL
5038,30,Inspeccion general bomba 330H,TEC-MEC,PM01,2.0,0.4,MBOM027M1,MBOM027M130,H3
5039,10,Mantenimiento de carcasa de bomba 8000H,TEC-MEC,PM01,2.0,5.0,MBOM027M2,MBOM027M210,HL
5040,10,Lubric x grasa caja rodamientos 8000H,TEC-MEC,PM01,2.0,0.5,MBOM027M3,MBOM027M310,HL
5041,10,Inspeccion general motor 2S,TEC-ELE,PM01,2.0,1.0,MBOM027E1,MBOM027E110,S2
5042,10,Mtto menor de motor de bomba 2000H,TEC-ELE,PM01,2.0,2.0,MBOM027E2,MBOM027E210,HA
5043,20,Mtto preventivo variador velocidad 8000H,TEC-ELE,PM01,2.0,2.0,MBOM027E2,MBOM027E220,HL
5044,30,Mtto general motor 8000H,TEC-ELE,PM01,2.0,3.5,MBOM027E2,MBOM027E230,HL
5045,10,Lubricacion de motor de bomba 4000H,TEC-ELE,PM01,1.0,0.5,MBOM027E3,MBOM027E310,HE
5046,10,Inspeccion de instrumentos de bomba 1M,TEC-INS,PM01,2.0,1.0,MBOM027I1,MBOM027I110,S3
5047,10,Mtto de instrumentos de bomba 4000H,TEC-INS,PM01,2.0,2.0,MBOM027I2,MBOM027I210,HE
5048,20,Contrasta instrum transmisors bomb 4000H,TEC-INS,PM01,2.0,3.0,MBOM027I2,MBOM027I220,HE
5049,10,Monitoreo de vibracion de motor 1500H,TEC-PRD,PM01,1.0,0.5,MBOM027P1,MBOM027P110,H9
5050,20,Monitoreo de termografia de motor 1500H,TEC-PRD,PM01,1.0,0.5,MBOM027P1,MBOM027P120,H9
5051,30,Monit x vibracion caja rodamientos 1500H,TEC-PRD,PM01,1.0,0.3,MBOM027P1,MBOM027P130,H9
5052,40,Monit temperat rodamientos bomba 1500H,TEC-PRD,PM01,1.0,0.3,MBOM027P1,MBOM027P140,H9
5053,10,Insp caja de rodamientos de bomba 1500H,TEC-MEC,PM01,1.0,1.0,MBOM028M1,MBOM028M110,H9
5054,20,Inspeccion de eje de bomba 8000H,TEC-MEC,PM01,2.0,1.5,MBOM028M1,MBOM028M120,HL
5055,30,Inspeccion general bomba 660H,TEC-MEC,PM01,2.0,1.5,MBOM028M1,MBOM028M130,H4
5056,10,Mantenimiento de carcasa de bomba 8000H,TEC-MEC,PM01,2.0,1.0,MBOM028M2,MBOM028M210,HL
5057,20,Cambio de impulsor de bomba 4000H,TEC-MEC,PM01,2.0,3.0,MBOM028M2,MBOM028M220,HE
5058,30,Cambio de revestimiento de carcasa 4000H,TEC-MEC,PM01,2.0,4.0,MBOM028M2,MBOM028M230,HE
5059,10,Lubric general caja de rodamientos 2000H,TEC-MEC,PM01,2.0,2.5,MBOM028M3,MBOM028M310,HA
5060,10,Inspeccion general motor 1M,TEC-ELE,PM01,2.0,1.0,MBOM028E1,MBOM028E110,S3
5061,10,Mtto menor de motor de bomba 2000H,TEC-ELE,PM01,2.0,1.5,MBOM028E2,MBOM028E210,HA
5062,20,Mtto preventivo d arrancador bomba 4000H,TEC-ELE,PM01,2.0,2.0,MBOM028E2,MBOM028E220,HE
5063,30,Mtto general motor 4000H,TEC-ELE,PM01,2.0,5.5,MBOM028E2,MBOM028E230,HE
5064,10,Lubricacion de motor de bomba 8000H,TEC-ELE,PM01,2.0,0.5,MBOM028E3,MBOM028E310,HL
5065,20,Lubricacion de motor de bomba 10000H,TEC-ELE,PM01,2.0,0.5,MBOM028E3,MBOM028E320,HN
5066,10,Inspeccion d instrumentos de bomba 2M,TEC-INS,PM01,2.0,11.0,MBOM028I1,MBOM028I110,S5
5067,10,Mtto de instrumentos de bomba 4000H,TEC-INS,PM01,2.0,1.0,MBOM028I2,MBOM028I210,HE
5068,20,Calibracion transmisores de bomba 4000H,TEC-INS,PM01,2.0,1.0,MBOM028I2,MBOM028I220,HE
5069,10,Monitoreo de vibracion de motor 1500H,TEC-PRD,PM01,1.0,1.0,MBOM028P1,MBOM028P110,H9
5070,20,Monitoreo de termografia de motor 1500H,TEC-PRD,PM01,1.0,0.5,MBOM028P1,MBOM028P120,H9
5071,30,Insp vibraciones rodamientos bomba 1500H,TEC-PRD,PM01,1.0,0.5,MBOM028P1,MBOM028P130,H9
5072,10,Insp mantto de acople de bomba 2000H,TEC-MEC,PM01,1.0,1.0,MBOM029M1,MBOM029M110,HA
5073,10,Lubric por grasa rodamientos bomba 4000H,TEC-MEC,PM01,2.0,0.5,MBOM029M2,MBOM029M210,HE
5074,20,Cambio sello mecanico de bomba 8000H,TEC-MEC,PM01,2.0,3.0,MBOM029M2,MBOM029M220,HL
5075,30,Mtto general carcasa 4000H,TEC-MEC,PM01,2.0,7.0,MBOM029M2,MBOM029M230,HE
5076,40,Mtto general carcasa 8000H,TEC-MEC,PM01,2.0,4.3,MBOM029M2,MBOM029M240,HL
5077,10,Inspeccion general bomba 2S,TEC-ELE,PM01,2.0,0.9,MBOM029E1,MBOM029E110,S2
5078,10,Mtto menor de motor de bomba 2000H,TEC-ELE,PM01,2.0,2.0,MBOM029E2,MBOM029E210,HA
5079,20,Mtto preventivo variador velocidad 8000H,TEC-ELE,PM01,2.0,2.0,MBOM029E2,MBOM029E220,HL
5080,30,Mtto general motor 8000H,TEC-ELE,PM01,2.0,3.5,MBOM029E2,MBOM029E230,HL
5081,10,Inspeccion general bomba,TEC-INS,PM01,2.0,0.5,MBOM029I1,MBOM029I110,S2
5082,20,Inspeccion general bomba,TEC-INS,PM01,2.0,3.1,MBOM029I1,MBOM029I120,S3
5083,10,Contrastcio y/o ajuste transmisors 4000H,TEC-INS,PM01,2.0,1.0,MBOM029I2,MBOM029I210,HE
5084,10,Monitoreo de vibracion de motor 2000H,TEC-PRD,PM01,1.0,0.5,MBOM029P1,MBOM029P110,HA
5085,20,Monitoreo de termografia de motor 2000H,TEC-PRD,PM01,1.0,0.5,MBOM029P1,MBOM029P120,HA
5086,30,Monitoreo vibracion de bomba 2000H,TEC-PRD,PM01,1.0,0.3,MBOM029P1,MBOM029P130,HA
5087,40,Monit temperat rodamientos bomba 2000H,TEC-PRD,PM01,1.0,0.3,MBOM029P1,MBOM029P140,HA
5088,10,Verif elem unio y posibl fgs carcsa 660H,TEC-MEC,PM01,1.0,0.5,MBOM030M1,MBOM030M110,H4
5089,10,Limpiar la superficie del motor 4000H,TEC-MEC,PM01,2.0,0.5,MBOM030M2,MBOM030M210,HE
5090,20,Verific ruido y elemen union acople 660H,TEC-MEC,PM01,2.0,0.3,MBOM030M2,MBOM030M220,H4
5091,30,Mantenimiento de carcasa de bomba 8000H,TEC-MEC,PM01,3.0,6.0,MBOM030M2,MBOM030M230,HL
5092,40,Muestreo de aceite bomba carcasa 2000H,TEC-MEC,PM01,2.0,2.0,MBOM030M2,MBOM030M240,HA
5093,50,Mtto general motor 8000H,TEC-MEC,PM01,2.0,4.0,MBOM030M2,MBOM030M250,HL
5094,10,Inspeccion general d motor y cables 1M,TEC-INS,PM01,2.0,0.5,MBOM030I1,MBOM030I110,S3
5095,10,Monit cond x vibracins carcsa bomb 2000H,TEC-PRD,PM01,2.0,1.0,MBOM030P1,MBOM030P110,HA
5096,20,Monit cond x termograf carcsa bomb 2000H,TEC-PRD,PM01,2.0,1.0,MBOM030P1,MBOM030P120,HA
5097,10,Inspeccion general bomba 660H,TEC-MEC,PM01,2.0,1.3,MBOM031M1,MBOM031M110,H4
5098,10,Cmb impulsr y difusrs en impulsr d 8000H,TEC-MEC,PM01,2.0,4.0,MBOM031M2,MBOM031M210,HL
5099,10,Inspeccion general d motor y cables 1M,TEC-ELE,PM01,2.0,0.5,MBOM031E1,MBOM031E110,S3
5100,10,Limpiar la superficie del motor 2000H,TEC-ELE,PM01,2.0,0.5,MBOM031E2,MBOM031E210,HA
5101,20,Mtto general motor 4000H,TEC-ELE,PM01,2.0,2.5,MBOM031E2,MBOM031E220,HE
5102,10,Inspeccion de instrumentos de bomba 1M,TEC-INS,PM01,2.0,0.5,MBOM031I1,MBOM031I110,S3
5103,10,Limp mtto de instrumentos de bomba 4000H,TEC-INS,PM01,2.0,2.0,MBOM031I2,MBOM031I210,HE
5104,20,Realzr contrastc instrumnt transmi 4000H,TEC-INS,PM01,2.0,1.0,MBOM031I2,MBOM031I220,HE
5105,10,Inspeccion general chancadora 165H,TEC-MEC,PM01,2.0,14.0,MCHA003M1,MCHA003M110,H2
5106,20,Inspeccion general chancadora 660H,TEC-MEC,PM01,2.0,6.0,MCHA003M1,MCHA003M120,H4
5107,10,Cambio d placa d desgaste d pitman 2000H,TEC-MEC,PM01,2.0,3.0,MCHA003M2,MCHA003M210,HA
5108,20,Cambio de placas laterales 4000H,TEC-MEC,PM01,6.0,12.0,MCHA003M2,MCHA003M220,HE
5109,30,Cambio de placas de mandibula fija 2000H,TEC-MEC,PM01,4.0,12.0,MCHA003M2,MCHA003M230,HA
5110,40,Cambio d placas de mandibula movil 2000H,TEC-MEC,PM01,4.0,12.0,MCHA003M2,MCHA003M240,HA
5111,50,Inspec d toggle plate d chancadora 660H,TEC-MEC,PM01,3.0,4.0,MCHA003M2,MCHA003M250,H4
5112,60,Mtto general unidad hidraulica 2000H,TEC-MEC,PM01,2.0,4.5,MCHA003M2,MCHA003M260,HA
5113,10,Verifi nivel deposito d und hidrau 165H,TEC-MEC,PM01,2.0,0.5,MCHA003M3,MCHA003M310,H2
5114,10,Inspeccion general motor 1S,TEC-ELE,PM01,2.0,1.0,MCHA003E1,MCHA003E110,S1
5115,20,Inspeccion general motor 2S,TEC-ELE,PM01,2.0,1.5,MCHA003E1,MCHA003E120,S2
5116,10,Mtto menor de motor de chancadora 2000H,TEC-ELE,PM01,2.0,1.5,MCHA003E2,MCHA003E210,HA
5117,20,Mtto preventivo variador velocidad 4000H,TEC-ELE,PM01,2.0,2.0,MCHA003E2,MCHA003E220,HE
5118,30,Limpieza exterior d motor und lubr 2000H,TEC-ELE,PM01,2.0,0.5,MCHA003E2,MCHA003E230,HA
5119,40,Limpieza exterior de motor und hdr 2000H,TEC-ELE,PM01,2.0,1.0,MCHA003E2,MCHA003E240,HA
5120,50,Mtto general botonera de campo 4000H,TEC-ELE,PM01,2.0,1.0,MCHA003E2,MCHA003E250,HE
5121,60,Mtto general cajas de conexiones 4000H,TEC-ELE,PM01,2.0,1.5,MCHA003E2,MCHA003E260,HE
5122,70,Mtto general motor 4000H,TEC-ELE,PM01,2.0,4.5,MCHA003E2,MCHA003E270,HE
5123,80,Mtto general motor electr und hdr 4000H,TEC-ELE,PM01,2.0,3.5,MCHA003E2,MCHA003E280,HE
5124,90,Mtto general motor electr und lubr 4000H,TEC-ELE,PM01,2.0,0.8,MCHA003E2,MCHA003E290,HE
5125,100,Mtto general panel de control 4000H,TEC-ELE,PM01,2.0,2.0,MCHA003E2,MCHA003E2100,HE
5126,10,Lubricacion de motor d chancadora 11000H,TEC-ELE,PM01,2.0,0.5,MCHA003E3,MCHA003E310,HO
5127,10,Inspeccion general chancadora,TEC-INS,PM01,2.0,3.0,MCHA003I1,MCHA003I110,S1
5128,10,Mtto de instrumentos chancadora 2000H,TEC-INS,PM01,2.0,5.0,MCHA003I2,MCHA003I210,HA
5129,20,Contrastacion ajuste d transmisor 2000H,TEC-INS,PM01,2.0,3.0,MCHA003I2,MCHA003I220,HA
5130,30,Mtto d instrumentos und hidraulica 2000H,TEC-INS,PM01,2.0,3.0,MCHA003I2,MCHA003I230,HA
5131,10,Monitoreo de vibracion de motor 330H,TEC-PRD,PM01,1.0,0.5,MCHA003P1,MCHA003P110,H3
5132,20,Monitoreo de termografia de motor 330H,TEC-PRD,PM01,1.0,0.5,MCHA003P1,MCHA003P120,H3
5133,30,Monit d condi p vibr d jack shaft 330H,TEC-PRD,PM01,2.0,1.0,MCHA003P1,MCHA003P130,H3
5134,40,Inspec d balanceo d poleas y fajas 2000H,TEC-PRD,PM01,2.0,6.0,MCHA003P1,MCHA003P140,HA
5135,50,Monit p ultrasonido eje excentrico 660H,TEC-PRD,PM01,2.0,1.0,MCHA003P1,MCHA003P150,H4
5136,60,Monit vibra d rodamientos d soporte 330H,TEC-PRD,PM01,2.0,2.0,MCHA003P1,MCHA003P160,H3
5137,70,Inspec d espes placas p ultrasonido 660H,TEC-PRD,PM01,3.0,5.0,MCHA003P1,MCHA003P170,H4
5138,80,Insp espes p ultra d mandibula fija 660H,TEC-PRD,PM01,3.0,4.0,MCHA003P1,MCHA003P180,H4
5139,90,Insp espe p ultra d mandibula movil 660H,TEC-PRD,PM01,2.0,4.0,MCHA003P1,MCHA003P190,H4
5140,100,Inspec d espesores d toggle plate 2000H,TEC-PRD,PM01,2.0,2.0,MCHA003P1,MCHA003P1100,HA
5141,110,Muestreo aceite d unidad hidraulica 660H,TEC-PRD,PM01,2.0,4.0,MCHA003P1,MCHA003P1110,H4
5142,120,Monit vibracion de motor und hdr 330H,TEC-PRD,PM01,1.0,1.0,MCHA003P1,MCHA003P1120,H3
5143,130,Monit d termografia d motor und hdr 330H,TEC-PRD,PM01,1.0,0.5,MCHA003P1,MCHA003P1130,H3
5144,10,Inspeccion general compresor 660H,TEC-MEC,PM01,2.0,1.5,MCOM005M1,MCOM005M110,H4
5145,10,Cambio de aceite del separador 2000H,TEC-MEC,PM01,2.0,3.0,MCOM005M2,MCOM005M210,HA
5146,20,Limpieza filtro silenciador d admi 2000H,TEC-MEC,PM01,2.0,2.0,MCOM005M2,MCOM005M220,HA
5147,30,Cambio d filtro d aire de admision 4000H,TEC-MEC,PM01,2.0,1.5,MCOM005M2,MCOM005M230,HE
5148,40,Cambio de silenciador de admision 8000H,TEC-MEC,PM01,2.0,3.0,MCOM005M2,MCOM005M240,HL
5149,50,Limpieza de silenciador d descarga 2000H,TEC-MEC,PM01,2.0,2.0,MCOM005M2,MCOM005M250,HA
5150,60,Cambio de silenciador de descarga 8000H,TEC-MEC,PM01,2.0,3.0,MCOM005M2,MCOM005M260,HL
5151,10,Inspeccion general de motor 1M,TEC-ELE,PM01,2.0,0.5,MCOM005E1,MCOM005E110,S3
5152,10,Limpiar la superficie del motor 4000H,TEC-ELE,PM01,2.0,0.5,MCOM005E2,MCOM005E210,HE
5153,20,Mtto general motor 8000H,TEC-ELE,PM01,2.0,1.5,MCOM005E2,MCOM005E220,HL
5154,10,Monit p vibra d rodamientos carcasa 660H,TEC-PRD,PM01,2.0,0.3,MCOM005P1,MCOM005P110,H4
5155,20,Monitoreo condicion p termografia 2000H,TEC-PRD,PM01,2.0,0.3,MCOM005P1,MCOM005P120,HA
5156,10,Inspeccion general bomba 660H,TEC-MEC,PM01,2.0,2.8,MBOM032M1,MBOM032M110,H4
5157,10,Prueba eficiencia de camara d comp 4000H,TEC-MEC,PM01,2.0,3.0,MBOM032M2,MBOM032M210,HE
5158,20,Mantenimiento d diafragma de bomba 8000H,TEC-MEC,PM01,2.0,4.0,MBOM032M2,MBOM032M220,HL
5159,10,Inspeccion general compresor 660H,TEC-MEC,PM01,2.0,0.3,MCOM006M1,MCOM006M110,H4
5160,20,Inspeccion general compresor 2000H,TEC-MEC,PM01,2.0,3.0,MCOM006M1,MCOM006M120,HA
5161,10,Mtto general carcasa 8000H,TEC-MEC,PM01,2.0,7.0,MCOM006M2,MCOM006M210,HL
5162,10,Inspeccion general motor 1M,TEC-ELE,PM01,2.0,2.0,MCOM006E1,MCOM006E110,S3
5163,10,Mtto menor de motor de compresor 2000H,TEC-ELE,PM01,2.0,2.0,MCOM006E2,MCOM006E210,HA
5164,20,Mtto general motor 4000H,TEC-ELE,PM01,2.0,8.0,MCOM006E2,MCOM006E220,HE
5165,10,Monitoreo de vibracion de motor 750H,TEC-PRD,PM01,2.0,0.5,MCOM006P1,MCOM006P110,H5
5166,20,Monitoreo de termografia de motor 750H,TEC-PRD,PM01,2.0,0.5,MCOM006P1,MCOM006P120,H5
5167,30,Monitoreo condicion por vibraciones 750H,TEC-PRD,PM01,1.0,0.3,MCOM006P1,MCOM006P130,H5
5168,40,Monitoreo condicion p termografia 750H,TEC-PRD,PM01,1.0,0.3,MCOM006P1,MCOM006P140,H5
5169,10,Inspe elemen d union acople rigido 2000H,TEC-MEC,PM01,2.0,2.0,MSOP001M1,MSOP001M110,HA
5170,20,Inspeccion general soplador 165H,TEC-MEC,PM01,2.0,0.4,MSOP001M1,MSOP001M120,H2
5171,10,Cambio de aceite caja soplador 2000H,TEC-MEC,PM01,2.0,2.0,MSOP001M2,MSOP001M210,HA
5172,20,Extraer muestra de aceite soplador 660H,TEC-MEC,PM01,1.0,0.3,MSOP001M2,MSOP001M220,H4
5173,30,Limpieza filtro d aire ducto adm 660H,TEC-MEC,PM01,2.0,3.0,MSOP001M2,MSOP001M230,H4
5174,40,Camb filtro de aire ducto admision 4000H,TEC-MEC,PM01,2.0,2.0,MSOP001M2,MSOP001M240,HE
5175,50,Insp de ducto de descarga 165H,TEC-MEC,PM01,1.0,0.3,MSOP001M2,MSOP001M250,H2
5176,60,Mtto general carcasa 8000H,TEC-MEC,PM01,2.0,7.0,MSOP001M2,MSOP001M260,HL
5177,10,Inspeccion general de motor 1S,TEC-ELE,PM01,2.0,1.5,MSOP001E1,MSOP001E110,S1
5178,20,Inspeccion general soplador 1M,TEC-ELE,PM01,2.0,1.5,MSOP001E1,MSOP001E120,S3
5179,10,Limpieza exterior de motor 2000H,TEC-ELE,PM01,2.0,2.0,MSOP001E2,MSOP001E210,HA
5180,20,Mtto panel ctrl y caja d conxiones 4000H,TEC-ELE,PM01,2.0,1.5,MSOP001E2,MSOP001E220,HE
5181,30,Mtto general motor 4000H,TEC-ELE,PM01,2.0,6.5,MSOP001E2,MSOP001E230,HE
5182,10,Lubricacion de motor 3500H,TEC-ELE,PM01,2.0,0.5,MSOP001E3,MSOP001E310,HD
5183,10,Inspeccion de instrumentos soplador 1S,TEC-INS,PM01,2.0,2.0,MSOP001I1,MSOP001I110,S1
5184,10,Mtto de instrumentos soplador 4000H,TEC-INS,PM01,2.0,6.0,MSOP001I2,MSOP001I210,HE
5185,20,Contrastacion ajuste transmisores 4000H,TEC-INS,PM01,2.0,4.0,MSOP001I2,MSOP001I220,HE
5186,10,Monitoreo de vibracion de motor 660H,TEC-PRD,PM01,2.0,0.5,MSOP001P1,MSOP001P110,H4
5187,20,Monitoreo de termografia de motor 660H,TEC-PRD,PM01,2.0,0.5,MSOP001P1,MSOP001P120,H4
5188,30,Monit condicion x vibracion sopladr 660H,TEC-PRD,PM01,1.0,0.3,MSOP001P1,MSOP001P130,H4
5189,40,Monit condicion x termogra soplador 660H,TEC-PRD,PM01,1.0,0.3,MSOP001P1,MSOP001P140,H4
5190,10,Inspec de instrumentos de soplador 1S,TEC-INS,PM01,2.0,0.5,MSOP001I3,MSOP001I310,S1
5191,10,Mtto de instrumentos soplador 4000H,TEC-INS,PM01,2.0,1.0,MSOP001I4,MSOP001I410,HE
5192,20,Contrastacion ajuste transmisores 4000H,TEC-INS,PM01,2.0,1.0,MSOP001I4,MSOP001I420,HE
5193,10,Inspeccion general compresor 660H,TEC-MEC,PM01,2.0,2.0,MCOM007M1,MCOM007M110,H4
5194,10,Mecanismo arranque motor electrico 660H,TEC-MEC,PM01,2.0,0.3,MCOM007M2,MCOM007M210,H4
5195,20,Camb d filtro de aire de compresor 4000H,TEC-MEC,PM01,2.0,2.0,MCOM007M2,MCOM007M220,HE
5196,30,Cambio de aceite del separador 8000H,TEC-MEC,PM01,2.0,3.0,MCOM007M2,MCOM007M230,HL
5197,40,Extrac muestreo aceite de separador 660H,TEC-MEC,PM01,2.0,3.0,MCOM007M2,MCOM007M240,H4
5198,50,Limpieza d intercam d sis de enfri 2000H,TEC-MEC,PM01,2.0,3.0,MCOM007M2,MCOM007M250,HA
5199,60,Camb d pre filtro aire d sis secad 4000H,TEC-MEC,PM01,2.0,2.0,MCOM007M2,MCOM007M260,HE
5200,70,Mtto general separador de aceite 4000H,TEC-MEC,PM01,2.0,4.0,MCOM007M2,MCOM007M270,HE
5201,10,Insp gneral motor y cables conexion 1M,TEC-ELE,PM01,2.0,0.5,MCOM007E1,MCOM007E110,S3
5202,10,Mtto general motor 1500H,TEC-ELE,PM01,2.0,2.0,MCOM007E2,MCOM007E210,H9
5203,10,Inspeccionar instrumentos n general 660H,TEC-INS,PM01,2.0,1.0,MCOM007I2,MCOM007I210,H4
5204,20,Mtto y limpieza de instrumentos 2000H,TEC-INS,PM01,2.0,3.0,MCOM007I2,MCOM007I220,HA
5205,30,Ajuste de instrumento transmisores 2000H,TEC-INS,PM01,2.0,2.0,MCOM007I2,MCOM007I230,HA
5206,10,Monit de vibracion y temperatura 1500H,TEC-PRD,PM01,1.0,0.5,MCOM007P1,MCOM007P110,H9
5207,20,Monit d temperatura d sis d enfri 1500H,TEC-PRD,PM01,1.0,0.3,MCOM007P1,MCOM007P120,H9
5208,10,Insp mantto de acople de bomba 2000H,TEC-MEC,PM01,1.0,1.0,MBOM033M1,MBOM033M110,HA
5209,20,Prueba de eficiencia de carcasa 8000H,TEC-MEC,PM01,2.0,0.5,MBOM033M1,MBOM033M120,HL
5210,30,Inspeccion general bomba 660H,TEC-MEC,PM01,2.0,0.8,MBOM033M1,MBOM033M130,H4
5211,10,Cambio de acople de bomba 8000H,TEC-MEC,PM01,2.0,2.0,MBOM033M2,MBOM033M210,HL
5212,20,Cambio sello mecanico de bomba 8000H,TEC-MEC,PM01,2.0,3.0,MBOM033M2,MBOM033M220,HL
5213,30,Cambio de eje de bomba 8000H,TEC-MEC,PM01,2.0,6.0,MBOM033M2,MBOM033M230,HL
5214,40,Mtto general carcasa 8000H,TEC-MEC,PM01,2.0,12.0,MBOM033M2,MBOM033M240,HL
5215,10,Lubric x grasa caja rodamientos 7000H,TEC-MEC,PM01,2.0,0.5,MBOM033M3,MBOM033M310,HJ
5216,10,Inspeccion general motor 1M,TEC-ELE,PM01,2.0,1.0,MBOM033E1,MBOM033E110,S3
5217,10,Mtto menor de motor de bomba 2000H,TEC-ELE,PM01,2.0,1.0,MBOM033E2,MBOM033E210,HA
5218,20,Mtto general motor 8000H,TEC-ELE,PM01,2.0,7.0,MBOM033E2,MBOM033E220,HL
5219,10,Lubricacion de motor de bomba 12000H,TEC-ELE,PM01,2.0,0.5,MBOM033E3,MBOM033E310,HP
5220,10,Inspeccion d instrumentos de bomba 1M,TEC-INS,PM01,2.0,1.0,MBOM033I1,MBOM033I110,S3
5221,10,Mtto de instrumentos de bomba 4000H,TEC-INS,PM01,2.0,2.0,MBOM033I2,MBOM033I210,HE
5222,20,Contrasta o ajuste d transmisores 4000H,TEC-INS,PM01,2.0,1.0,MBOM033I2,MBOM033I220,HE
5223,10,Monitoreo de vibracion de motor 1500H,TEC-PRD,PM01,1.0,1.0,MBOM033P1,MBOM033P110,H9
5224,20,Monitoreo de termografia de motor 1500H,TEC-PRD,PM01,1.0,0.5,MBOM033P1,MBOM033P120,H9
5225,30,Alineamiento laser acople de bomba 8000H,TEC-PRD,PM01,3.0,2.0,MBOM033P1,MBOM033P130,HL
5226,40,Monit x vibracion caja rodamientos 1500H,TEC-PRD,PM01,1.0,0.3,MBOM033P1,MBOM033P140,H9
5227,50,Monit temperat rodamientos bomba 1500H,TEC-PRD,PM01,1.0,0.3,MBOM033P1,MBOM033P150,H9
5228,10,Insp mantto de acople de bomba 2000H,TEC-MEC,PM01,1.0,1.0,MBOM034M1,MBOM034M110,HA
5229,20,Prueba de eficiencia de carcasa 8000H,TEC-MEC,PM01,2.0,0.5,MBOM034M1,MBOM034M120,HL
5230,30,Inspeccion general bomba 330H,TEC-MEC,PM01,2.0,0.4,MBOM034M1,MBOM034M130,H3
5231,40,Inspeccion general bomba 660H,TEC-MEC,PM01,2.0,0.4,MBOM034M1,MBOM034M140,H4
5232,10,Cambio de acople de bomba 8000H,TEC-MEC,PM01,2.0,2.0,MBOM034M2,MBOM034M210,HL
5233,20,Cambio sello mecanico de bomba 8000H,TEC-MEC,PM01,2.0,3.0,MBOM034M2,MBOM034M220,HL
5234,30,Cambio de eje de bomba 8000H,TEC-MEC,PM01,2.0,6.0,MBOM034M2,MBOM034M230,HL
5235,40,Mtto general carcasa 8000H,TEC-MEC,PM01,2.0,14.0,MBOM034M2,MBOM034M240,HL
5236,10,Lubric por grasa rodamientos bomba 8000H,TEC-MEC,PM01,2.0,0.5,MBOM034M3,MBOM034M310,HL
5237,10,Inspeccion general motor 2S,TEC-ELE,PM01,2.0,1.0,MBOM034E1,MBOM034E110,S2
5238,10,Mtto menor de motor de bomba 2000H,TEC-ELE,PM01,2.0,1.0,MBOM034E2,MBOM034E210,HA
5239,20,Mtto preventivo variador velocidad 8000H,TEC-ELE,PM01,2.0,2.0,MBOM034E2,MBOM034E220,HL
5240,30,Mtto general motor 8000H,TEC-ELE,PM01,2.0,5.0,MBOM034E2,MBOM034E230,HL
5241,10,Lubricacion de motor de bomba 12000H,TEC-ELE,PM01,2.0,0.5,MBOM034E3,MBOM034E310,HP
5242,10,Inspeccion d instrumentos de bomba 1M,TEC-INS,PM01,2.0,0.5,MBOM034I1,MBOM034I110,S3
5243,10,Mtto de instrumentos de bomba 8000H,TEC-INS,PM01,2.0,2.0,MBOM034I2,MBOM034I210,HL
5244,20,Contrasta o ajuste d transmisores 4000H,TEC-INS,PM01,2.0,2.0,MBOM034I2,MBOM034I220,HE
5245,10,Monitoreo de vibracion de motor 750H,TEC-PRD,PM01,1.0,1.0,MBOM034P1,MBOM034P110,H5
5246,20,Monitoreo de termografia de motor 750H,TEC-PRD,PM01,1.0,0.5,MBOM034P1,MBOM034P120,H5
5247,30,Alineamiento laser acople de bomba 8000H,TEC-PRD,PM01,3.0,2.0,MBOM034P1,MBOM034P130,HL
5248,40,Monit x vibracion caja rodamientos 750H,TEC-PRD,PM01,1.0,0.3,MBOM034P1,MBOM034P140,H5
5249,50,Monit temperat rodamientos bomba 750H,TEC-PRD,PM01,1.0,0.3,MBOM034P1,MBOM034P150,H5
5250,10,Inspeccion de instrumentos de bomba 1M,TEC-INS,PM01,2.0,0.5,MBOM034I3,MBOM034I310,S3
5251,10,Mtto de instrumentos de bomba 8000H,TEC-INS,PM01,2.0,2.0,MBOM034I4,MBOM034I410,HL
5252,20,Contrasta o ajuste d transmisores 4000H,TEC-INS,PM01,2.0,2.0,MBOM034I4,MBOM034I420,HE
5253,10,Inspeccion d instrumentos de bomba 1M,TEC-INS,PM01,2.0,0.5,MBOM034I5,MBOM034I510,S3
5254,10,Mtto de instrumentos de bomba 8000H,TEC-INS,PM01,2.0,2.0,MBOM034I6,MBOM034I610,HL
5255,20,Contrasta o ajuste d transmisores 4000H,TEC-INS,PM01,2.0,2.0,MBOM034I6,MBOM034I620,HE
5256,10,Inspeccion de eje de bomba 8000H,TEC-MEC,PM01,2.0,5.0,MBOM035M1,MBOM035M110,HL
5257,20,Inspeccion general bomba 660H,TEC-MEC,PM01,2.0,4.3,MBOM035M1,MBOM035M120,H4
5258,10,Cambio de fajas de bomba 4000H,TEC-MEC,PM01,2.0,1.0,MBOM035M2,MBOM035M210,HE
5259,20,Cambio de manguito de eje de bomba 4000H,TEC-MEC,PM01,2.0,0.5,MBOM035M2,MBOM035M220,HE
