,GrupoHR,Contador,HRDescripcion,HRPuesto,GPlanificacion,EstadoGlobal,EstadoInstalacion,Estrategia,HRContador,EstrategiaMTTO,pos,Actividades,Puesto,ClaseOT,ACant,AHoras,posHRContador,Frecuencia
5315,10016592,X2,COND_MEC_FAJA  Cambio de acople de baja,TEC-MEC,P01,4.0,1.0,HOR002,10016592X2,COND,10,Cambio de acople de baja de faja,TEC-MEC,PM01,2.0,3.0,10016592X210,
5316,10016592,X3,COND_MEC_FAJA  Camb rodamientos reductor,TEC-MEC,P01,4.0,1.0,HOR002,10016592X3,COND,10,Camb rodamientos reductor d velocidad,TEC-MEC,PM01,3.0,14.0,10016592X310,
5317,10016592,X4,COND_MEC_FAJA  Camb sellos de reductor,TEC-MEC,P01,4.0,1.0,HOR002,10016592X4,COND,10,Camb sellos de reductor de velocidad,TEC-MEC,PM01,2.0,4.0,10016592X410,
5318,10016592,X5,COND_MEC_FAJA  Camb bomb aceit sist enfr,TEC-MEC,P01,4.0,1.0,HOR002,10016592X5,COND,10,Camb bomba d aceite sist enfr de faja,TEC-MEC,PM01,2.0,4.0,10016592X510,
5319,10016592,X6,COND_MEC_FAJA  Camb chumac polea cabeza,TEC-MEC,P01,4.0,1.0,HOR002,10016592X6,COND,10,Camb chumac/rodam polea cabeza faja,TEC-MEC,PM01,4.0,8.0,10016592X610,
5320,10016592,X7,COND_MEC_FAJA  Camb chumac polea d cola,TEC-MEC,P01,4.0,1.0,HOR002,10016592X7,COND,10,Camb chumac/rodam polea d cola faja,TEC-MEC,PM01,4.0,8.0,10016592X710,
5321,10016592,X8,COND_MEC_FAJA  Camb chumacer y rodamient,TEC-MEC,P01,4.0,1.0,HOR002,10016592X8,COND,10,Cambio chumaceras y rodamientos polea(2),TEC-MEC,PM01,4.0,8.0,10016592X810,
5322,10016592,X9,COND_MEC_FAJA  Camb chumacer y rodamient,TEC-MEC,P01,4.0,1.0,HOR002,10016592X9,COND,10,Camb chumaceras y rodamientos de polea,TEC-MEC,PM01,4.0,8.0,10016592X910,
5323,10016592,XA,COND_MEC_FAJA  Cambio raspador primario,TEC-MEC,P01,4.0,1.0,HOR002,10016592XA,COND,10,Cambio d raspador primario d faja,TEC-MEC,PM01,2.0,2.0,10016592XA10,
5324,10016592,XB,COND_MEC_FAJA  Cambio placas raspador,TEC-MEC,P01,4.0,1.0,HOR002,10016592XB,COND,10,Cambio placas raspador secund faja,TEC-MEC,PM01,2.0,2.0,10016592XB10,
5325,10016592,XC,COND_MEC_FAJA  Camb placas d raspador v,TEC-MEC,P01,4.0,1.0,HOR002,10016592XC,COND,10,"Camb placas d raspador en ""v"" faja",TEC-MEC,PM01,2.0,2.0,10016592XC10,
5326,10016592,Y1,COND_ELE_FAJA  Cambio rodamientos motor,TEC-ELE,P01,4.0,1.0,HOR002,10016592Y1,COND,10,Cambio de rodamientos de motor,TEC-ELE,PM01,2.0,5.0,10016592Y110,
5327,10016592,W1,COND_INS_FAJA  Cambio de instrumentos,TEC-INS,P01,4.0,1.0,HOR002,10016592W1,COND,10,Cambio de instrumentos de faja,TEC-INS,PM01,2.0,4.0,10016592W110,
5328,10016592,Z1,COND_PRED_FAJA  Alineam laser acopl alta,TEC-PRD,P01,4.0,1.0,HOR002,10016592Z1,COND,10,Alineamiento laser acople de alta faja,TEC-PRD,PM01,2.0,2.0,10016592Z110,
5329,10016592,Z2,COND_PRED_FAJA  Alineam laser acopl baja,TEC-PRD,P01,4.0,1.0,HOR002,10016592Z2,COND,10,Alineamiento laser acople de baja faja,TEC-PRD,PM01,2.0,2.0,10016592Z210,
5330,10016601,X1,COND_MEC_FAJA  Cambio de acople de alta,TEC-MEC,P01,4.0,1.0,HOR002,10016601X1,COND,10,Cambio de acople de alta de faja,TEC-MEC,PM01,3.0,6.0,10016601X110,
5331,10016601,X2,COND_MEC_FAJA  Cambio de acople de baja,TEC-MEC,P01,4.0,1.0,HOR002,10016601X2,COND,10,Cambio de acople de baja de faja,TEC-MEC,PM01,2.0,3.0,10016601X210,
5332,10016601,X3,COND_MEC_FAJA  Camb rodamientos reductor,TEC-MEC,P01,4.0,1.0,HOR002,10016601X3,COND,10,Camb rodamientos reductor d velocidad,TEC-MEC,PM01,3.0,14.0,10016601X310,
5333,10016601,X4,COND_MEC_FAJA  Camb sellos de reductor,TEC-MEC,P01,4.0,1.0,HOR002,10016601X4,COND,10,Camb sellos de reductor de velocidad,TEC-MEC,PM01,2.0,4.0,10016601X410,
5334,10016601,X5,COND_MEC_FAJA  Camb bomb aceit sist enfr,TEC-MEC,P01,4.0,1.0,HOR002,10016601X5,COND,10,Camb bomba d aceite sist enfr de faja,TEC-MEC,PM01,2.0,4.0,10016601X510,
5335,10016601,X6,COND_MEC_FAJA  Camb chumac polea cabeza,TEC-MEC,P01,4.0,1.0,HOR002,10016601X6,COND,10,Camb chumac/rodam polea cabeza faja,TEC-MEC,PM01,4.0,8.0,10016601X610,
5336,10016601,X7,COND_MEC_FAJA  Camb chumac polea d cola,TEC-MEC,P01,4.0,1.0,HOR002,10016601X7,COND,10,Camb chumac/rodam polea d cola faja,TEC-MEC,PM01,4.0,8.0,10016601X710,
5337,10016601,X8,COND_MEC_FAJA  Camb chumacer y rodamient,TEC-MEC,P01,4.0,1.0,HOR002,10016601X8,COND,10,Cambio chumaceras y rodamientos polea(2),TEC-MEC,PM01,4.0,8.0,10016601X810,
5338,10016601,X9,COND_MEC_FAJA  Camb chumacer y rodamient,TEC-MEC,P01,4.0,1.0,HOR002,10016601X9,COND,10,Camb chumaceras y rodamientos de polea,TEC-MEC,PM01,4.0,8.0,10016601X910,
5339,10016601,XA,COND_MEC_FAJA  Cambio raspador primario,TEC-MEC,P01,4.0,1.0,HOR002,10016601XA,COND,10,Cambio d raspador primario d faja,TEC-MEC,PM01,2.0,2.0,10016601XA10,
5340,10016601,XB,COND_MEC_FAJA  Cambio placas raspador,TEC-MEC,P01,4.0,1.0,HOR002,10016601XB,COND,10,Cambio placas raspador secund faja,TEC-MEC,PM01,2.0,2.0,10016601XB10,
5341,10016601,XC,COND_MEC_FAJA  Camb placas d raspador v,TEC-MEC,P01,4.0,1.0,HOR002,10016601XC,COND,10,"Camb placas d raspador en ""v"" faja",TEC-MEC,PM01,2.0,2.0,10016601XC10,
5342,10016601,Y1,COND_ELE_FAJA  Cambio rodamientos motor,TEC-ELE,P01,4.0,1.0,HOR002,10016601Y1,COND,10,Cambio de rodamientos de motor,TEC-ELE,PM01,2.0,5.0,10016601Y110,
5343,10016601,W1,COND_INS_FAJA  Cambio de instrumentos,TEC-INS,P01,4.0,1.0,HOR002,10016601W1,COND,10,Cambio de instrumentos de faja,TEC-INS,PM01,2.0,4.0,10016601W110,
5344,10016601,Z1,COND_PRED_FAJA  Alineam laser acopl alta,TEC-PRD,P01,4.0,1.0,HOR002,10016601Z1,COND,10,Alineamiento laser acople de alta faja,TEC-PRD,PM01,2.0,2.0,10016601Z110,
5345,10016601,Z2,COND_PRED_FAJA  Alineam laser acopl baja,TEC-PRD,P01,4.0,1.0,HOR002,10016601Z2,COND,10,Alineamiento laser acople de baja faja,TEC-PRD,PM01,2.0,2.0,10016601Z210,
5346,10016602,X1,COND_MEC_FAJA  Cambio de acople de alta,TEC-MEC,P01,4.0,1.0,HOR002,10016602X1,COND,10,Cambio de acople de alta de faja,TEC-MEC,PM01,3.0,6.0,10016602X110,
5347,10016602,X2,COND_MEC_FAJA  Cambio de acople de baja,TEC-MEC,P01,4.0,1.0,HOR002,10016602X2,COND,10,Cambio de acople de baja de faja,TEC-MEC,PM01,2.0,3.0,10016602X210,
5348,10016602,X3,COND_MEC_FAJA  Camb rodamientos reductor,TEC-MEC,P01,4.0,1.0,HOR002,10016602X3,COND,10,Camb rodamientos reductor d velocidad,TEC-MEC,PM01,3.0,14.0,10016602X310,
5349,10016602,X4,COND_MEC_FAJA  Camb sellos de reductor,TEC-MEC,P01,4.0,1.0,HOR002,10016602X4,COND,10,Camb sellos de reductor de velocidad,TEC-MEC,PM01,2.0,4.0,10016602X410,
5350,10016602,X5,COND_MEC_FAJA  Camb bomb aceit sist enfr,TEC-MEC,P01,4.0,1.0,HOR002,10016602X5,COND,10,Camb bomba d aceite sist enfr de faja,TEC-MEC,PM01,2.0,4.0,10016602X510,
5351,10016602,X6,COND_MEC_FAJA  Camb chumac polea cabeza,TEC-MEC,P01,4.0,1.0,HOR002,10016602X6,COND,10,Camb chumac/rodam polea cabeza faja,TEC-MEC,PM01,4.0,8.0,10016602X610,
5352,10016602,X7,COND_MEC_FAJA  Camb chumac polea d cola,TEC-MEC,P01,4.0,1.0,HOR002,10016602X7,COND,10,Camb chumac/rodam polea d cola faja,TEC-MEC,PM01,4.0,8.0,10016602X710,
5353,10016602,X8,COND_MEC_FAJA  Camb chumacer y rodamient,TEC-MEC,P01,4.0,1.0,HOR002,10016602X8,COND,10,Cambio chumaceras y rodamientos polea(2),TEC-MEC,PM01,4.0,8.0,10016602X810,
5354,10016602,X9,COND_MEC_FAJA  Camb chumacer y rodamient,TEC-MEC,P01,4.0,1.0,HOR002,10016602X9,COND,10,Camb chumaceras y rodamientos de polea,TEC-MEC,PM01,4.0,8.0,10016602X910,
5355,10016602,XA,COND_MEC_FAJA  Cambio raspador primario,TEC-MEC,P01,4.0,1.0,HOR002,10016602XA,COND,10,Cambio d raspador primario d faja,TEC-MEC,PM01,2.0,2.0,10016602XA10,
5356,10016602,XB,COND_MEC_FAJA  Cambio placas raspador,TEC-MEC,P01,4.0,1.0,HOR002,10016602XB,COND,10,Cambio placas raspador secund faja,TEC-MEC,PM01,2.0,2.0,10016602XB10,
5357,10016602,XC,COND_MEC_FAJA  Camb placas d raspador v,TEC-MEC,P01,4.0,1.0,HOR002,10016602XC,COND,10,"Camb placas d raspador en ""v"" faja",TEC-MEC,PM01,2.0,2.0,10016602XC10,
5358,10016602,Y1,COND_ELE_FAJA  Cambio rodamientos motor,TEC-ELE,P01,4.0,1.0,HOR002,10016602Y1,COND,10,Cambio de rodamientos de motor,TEC-ELE,PM01,2.0,0.0,10016602Y110,
5359,10016602,W1,COND_INS_FAJA  Cambio de instrumentos,TEC-INS,P01,4.0,1.0,HOR002,10016602W1,COND,10,Cambio de instrumentos de faja,TEC-INS,PM01,2.0,4.0,10016602W110,
5360,10016602,Z1,COND_PRED_FAJA  Alineam laser acopl alta,TEC-PRD,P01,4.0,1.0,HOR002,10016602Z1,COND,10,Alineamiento laser acople de alta faja,TEC-PRD,PM01,2.0,2.0,10016602Z110,
5361,10016602,Z2,COND_PRED_FAJA  Alineam laser acopl baja,TEC-PRD,P01,4.0,1.0,HOR002,10016602Z2,COND,10,Alineamiento laser acople de baja faja,TEC-PRD,PM01,2.0,2.0,10016602Z210,
5362,10016604,X1,COND_MEC_FAJA  Cambio de acople de alta,TEC-MEC,P01,4.0,1.0,HOR002,10016604X1,COND,10,Cambio de acople de alta de faja,TEC-MEC,PM01,3.0,6.0,10016604X110,
5363,10016604,X2,COND_MEC_FAJA  Cambio de acople de baja,TEC-MEC,P01,4.0,1.0,HOR002,10016604X2,COND,10,Cambio de acople de baja de faja,TEC-MEC,PM01,2.0,3.0,10016604X210,
5364,10016604,X3,COND_MEC_FAJA  Camb rodamientos reductor,TEC-MEC,P01,4.0,1.0,HOR002,10016604X3,COND,10,Camb rodamientos reductor d velocidad,TEC-MEC,PM01,3.0,14.0,10016604X310,
5365,10016604,X4,COND_MEC_FAJA  Camb rodamientos reductor,TEC-MEC,P01,4.0,1.0,HOR002,10016604X4,COND,10,Camb rodamientos reductor d velocidad,TEC-MEC,PM01,2.0,4.0,10016604X410,
5366,10016604,X5,COND_MEC_FAJA  Camb bomb aceit sist enfr,TEC-MEC,P01,4.0,1.0,HOR002,10016604X5,COND,10,Camb bomba d aceite sist enfr de faja,TEC-MEC,PM01,2.0,4.0,10016604X510,
5367,10016604,X6,COND_MEC_FAJA  Camb chumac polea cabeza,TEC-MEC,P01,4.0,1.0,HOR002,10016604X6,COND,10,Camb chumac/rodam polea cabeza faja,TEC-MEC,PM01,4.0,8.0,10016604X610,
5368,10016604,X7,COND_MEC_FAJA  Camb chumac polea d cola,TEC-MEC,P01,4.0,1.0,HOR002,10016604X7,COND,10,Camb chumac/rodam polea d cola faja,TEC-MEC,PM01,4.0,8.0,10016604X710,
5369,10016604,X8,COND_MEC_FAJA  Camb chuma rodami polea2,TEC-MEC,P01,4.0,1.0,HOR002,10016604X8,COND,10,Cambio chumaceras rodamientos polea 2,TEC-MEC,PM01,4.0,8.0,10016604X810,
5370,10016604,X9,COND_MEC_FAJA  Camb chum rodam pole tens,TEC-MEC,P01,4.0,1.0,HOR002,10016604X9,COND,10,Cambio chumace rodam polea polea tensora,TEC-MEC,PM01,4.0,8.0,10016604X910,
5371,10016604,XA,COND_MEC_FAJA  Cambio raspador primario,TEC-MEC,P01,4.0,1.0,HOR002,10016604XA,COND,10,Cambio del raspador primario de faja,TEC-MEC,PM01,2.0,2.0,10016604XA10,
5372,10016604,XB,COND_MEC_FAJA  Camb placas raspador sec,TEC-MEC,P01,4.0,1.0,HOR002,10016604XB,COND,10,Cambio placas d raspador secund faja,TEC-MEC,PM01,2.0,2.0,10016604XB10,
5373,10016604,XC,"COND_MEC_FAJA  Camb placas raspador ""v""",TEC-MEC,P01,4.0,1.0,HOR002,10016604XC,COND,10,"Cambio placas d raspador en ""v"" faja",TEC-MEC,PM01,2.0,2.0,10016604XC10,
5374,10016604,Y1,COND_ELE_FAJA  Cambio rodamientos motor,TEC-ELE,P01,4.0,1.0,HOR002,10016604Y1,COND,10,Cambio de rodamientos de motor,TEC-ELE,PM01,2.0,5.0,10016604Y110,
5375,10016604,Y2,COND_ELE_FAJA  Mtto iluminacion de faja,TEC-ELE,P01,4.0,1.0,HOR002,10016604Y2,COND,10,Mantenimiento de iluminacion de faja,TEC-ELE,PM01,2.0,2.0,10016604Y210,
5376,10016604,W1,COND_INS_FAJA  Cambio de instrumentos,TEC-INS,P01,4.0,1.0,HOR002,10016604W1,COND,10,Cambio de instrumentos de faja,TEC-INS,PM01,2.0,4.0,10016604W110,
5377,10016604,Z1,COND_PRED_FAJA  Alineam laser acopl alta,TEC-PRD,P01,4.0,1.0,HOR002,10016604Z1,COND,10,Alineamiento laser acople de alta faja,TEC-PRD,PM01,2.0,2.0,10016604Z110,
5378,10016604,Z2,COND_PRED_FAJA  Alineam laser acopl baja,TEC-PRD,P01,4.0,1.0,HOR002,10016604Z2,COND,10,Alineamiento laser acople de baja faja,TEC-PRD,PM01,2.0,2.0,10016604Z210,
5379,10016606,X1,COND_MEC_FAJA  Cambio de acople de alta,TEC-MEC,P01,4.0,1.0,HOR002,10016606X1,COND,10,Cambio de acople de alta de faja,TEC-MEC,PM01,3.0,6.0,10016606X110,
5380,10016606,X2,COND_MEC_FAJA  Cambio de acople de baja,TEC-MEC,P01,4.0,1.0,HOR002,10016606X2,COND,10,Cambio de acople de baja de faja,TEC-MEC,PM01,2.0,3.0,10016606X210,
5381,10016606,X3,COND_MEC_FAJA  Camb rodamientos reductor,TEC-MEC,P01,4.0,1.0,HOR002,10016606X3,COND,10,Camb rodamientos reductor d velocidad,TEC-MEC,PM01,3.0,14.0,10016606X310,
5382,10016606,X4,COND_MEC_FAJA  Camb sellos de reductor,TEC-MEC,P01,4.0,1.0,HOR002,10016606X4,COND,10,Camb sellos de reductor de velocidad,TEC-MEC,PM01,2.0,4.0,10016606X410,
5383,10016606,X5,COND_MEC_FAJA  Camb bomb aceit sist enfr,TEC-MEC,P01,4.0,1.0,HOR002,10016606X5,COND,10,Camb bomba d aceite sist enfr de faja,TEC-MEC,PM01,2.0,4.0,10016606X510,
5384,10016606,X6,COND_MEC_FAJA  Camb chumac polea cabeza,TEC-MEC,P01,4.0,1.0,HOR002,10016606X6,COND,10,Camb chumac/rodam polea cabeza faja,TEC-MEC,PM01,4.0,8.0,10016606X610,
5385,10016606,X7,COND_MEC_FAJA  Camb chumac polea d cola,TEC-MEC,P01,4.0,1.0,HOR002,10016606X7,COND,10,Camb chumac/rodam polea d cola faja,TEC-MEC,PM01,4.0,8.0,10016606X710,
5386,10016606,X8,COND_MEC_FAJA  Camb chuma rodami polea2,TEC-MEC,P01,4.0,1.0,HOR002,10016606X8,COND,10,Cambio chumaceras rodamientos polea 2,TEC-MEC,PM01,4.0,8.0,10016606X810,
5387,10016606,X9,COND_MEC_FAJA  Camb chum rodam pole tens,TEC-MEC,P01,4.0,1.0,HOR002,10016606X9,COND,10,Cambio chumace rodam polea polea tensora,TEC-MEC,PM01,4.0,8.0,10016606X910,
5388,10016606,XA,COND_MEC_FAJA  Cambio raspador primario,TEC-MEC,P01,4.0,1.0,HOR002,10016606XA,COND,10,Cambio del raspador primario de faja,TEC-MEC,PM01,2.0,2.0,10016606XA10,
5389,10016606,XB,COND_MEC_FAJA  Camb placas raspador sec,TEC-MEC,P01,4.0,1.0,HOR002,10016606XB,COND,10,Cambio placas d raspador secund faja,TEC-MEC,PM01,2.0,2.0,10016606XB10,
5390,10016606,XC,"COND_MEC_FAJA  Camb placas raspador ""v""",TEC-MEC,P01,4.0,1.0,HOR002,10016606XC,COND,10,"Cambio placas d raspador en ""v"" faja",TEC-MEC,PM01,2.0,2.0,10016606XC10,
5391,10016606,Y1,COND_ELE_FAJA  Cambio rodamientos motor,TEC-ELE,P01,4.0,1.0,HOR002,10016606Y1,COND,10,Cambio de rodamientos de motor,TEC-ELE,PM01,2.0,5.0,10016606Y110,
5392,10016606,Y2,COND_ELE_FAJA  Mtto iluminacion de faja,TEC-ELE,P01,4.0,1.0,HOR002,10016606Y2,COND,10,Mantenimiento de iluminacion de faja,TEC-ELE,PM01,2.0,2.0,10016606Y210,
5393,10016606,W1,COND_INS_FAJA  Cambio de instrumentos,TEC-INS,P01,4.0,1.0,HOR002,10016606W1,COND,10,Cambio de instrumentos de faja,TEC-INS,PM01,2.0,4.0,10016606W110,
5394,10016606,Z1,COND_PRED_FAJA  Alineam laser acopl alta,TEC-PRD,P01,4.0,1.0,HOR002,10016606Z1,COND,10,Alineamiento laser acople de alta faja,TEC-PRD,PM01,2.0,2.0,10016606Z110,
5395,10016606,Z2,COND_PRED_FAJA  Alineam laser acopl baja,TEC-PRD,P01,4.0,1.0,HOR002,10016606Z2,COND,10,Alineamiento laser acople de baja faja,TEC-PRD,PM01,2.0,2.0,10016606Z210,
5396,10016611,X1,COND_MEC_FAJA  Cambio de acople de alta,TEC-MEC,P01,4.0,1.0,HOR002,10016611X1,COND,10,Cambio de acople de alta de faja,TEC-MEC,PM01,3.0,6.0,10016611X110,
5397,10016611,X2,COND_MEC_FAJA  Cambio de acople de baja,TEC-MEC,P01,4.0,1.0,HOR002,10016611X2,COND,10,Cambio de acople de baja de faja,TEC-MEC,PM01,2.0,3.0,10016611X210,
5398,10016611,X3,COND_MEC_FAJA  Camb rodamientos reductor,TEC-MEC,P01,4.0,1.0,HOR002,10016611X3,COND,10,Camb rodamientos reductor d velocidad,TEC-MEC,PM01,3.0,14.0,10016611X310,
5399,10016611,X4,COND_MEC_FAJA  Camb sellos de reductor,TEC-MEC,P01,4.0,1.0,HOR002,10016611X4,COND,10,Camb sellos de reductor de velocidad,TEC-MEC,PM01,2.0,4.0,10016611X410,
5400,10016611,X5,COND_MEC_FAJA  Camb chumac polea cabeza,TEC-MEC,P01,4.0,1.0,HOR002,10016611X5,COND,10,Camb chumac/rodam polea cabeza faja,TEC-MEC,PM01,4.0,8.0,10016611X510,
5401,10016611,X6,COND_MEC_FAJA  Camb chumac polea d cola,TEC-MEC,P01,4.0,1.0,HOR002,10016611X6,COND,10,Camb chumac/rodam polea d cola faja,TEC-MEC,PM01,4.0,8.0,10016611X610,
5402,10016611,X7,COND_MEC_FAJA  Camb chuma rodami polea2,TEC-MEC,P01,4.0,1.0,HOR002,10016611X7,COND,10,Cambio chumaceras rodamientos polea 2,TEC-MEC,PM01,4.0,8.0,10016611X710,
5403,10016611,X8,COND_MEC_FAJA  Camb chum rodam pole tens,TEC-MEC,P01,4.0,1.0,HOR002,10016611X8,COND,10,Cambio chumace rodam polea polea tensora,TEC-MEC,PM01,4.0,8.0,10016611X810,
5404,10016611,X9,COND_MEC_FAJA  Cambio raspador primario,TEC-MEC,P01,4.0,1.0,HOR002,10016611X9,COND,10,Cambio del raspador primario de faja,TEC-MEC,PM01,2.0,2.0,10016611X910,
5405,10016611,XA,COND_MEC_FAJA  Camb placas raspador sec,TEC-MEC,P01,4.0,1.0,HOR002,10016611XA,COND,10,Cambio placas d raspador secund faja,TEC-MEC,PM01,2.0,2.0,10016611XA10,
5406,10016611,XB,"COND_MEC_FAJA  Camb placas raspador ""v""",TEC-MEC,P01,4.0,1.0,HOR002,10016611XB,COND,10,"Cambio placas d raspador en ""v"" faja",TEC-MEC,PM01,2.0,2.0,10016611XB10,
5407,10016611,Y1,COND_ELE_FAJA  Cambio rodamientos motor,TEC-ELE,P01,4.0,1.0,HOR002,10016611Y1,COND,10,Cambio de rodamientos de motor,TEC-ELE,PM01,2.0,5.0,10016611Y110,
5408,10016611,Y2,COND_ELE_FAJA  Mtto iluminacion de faja,TEC-ELE,P01,4.0,1.0,HOR002,10016611Y2,COND,10,Mantenimiento de iluminacion de faja,TEC-ELE,PM01,2.0,2.0,10016611Y210,
5409,10016611,W1,COND_INS_FAJA  Cambio de instrumentos,TEC-INS,P01,4.0,1.0,HOR002,10016611W1,COND,10,Cambio de instrumentos de faja,TEC-INS,PM01,2.0,4.0,10016611W110,
5410,10016611,Z1,COND_PRED_FAJA  Alineam laser acopl alta,TEC-PRD,P01,4.0,1.0,HOR002,10016611Z1,COND,10,Alineamiento laser acople de alta faja,TEC-PRD,PM01,2.0,2.0,10016611Z110,
5411,10016611,Z2,COND_PRED_FAJA  Alineam laser acopl baja,TEC-PRD,P01,4.0,1.0,HOR002,10016611Z2,COND,10,Alineamiento laser acople de baja faja,TEC-PRD,PM01,2.0,2.0,10016611Z210,
5412,10016590,X1,COND_MEC_FAJA  Cambio de acople de alta,TEC-MEC,P01,4.0,1.0,HOR002,10016590X1,COND,10,Cambio de acople de alta de faja,TEC-MEC,PM01,3.0,6.0,10016590X110,
5413,10016590,X2,COND_MEC_FAJA  Cambio de acople de baja,TEC-MEC,P01,4.0,1.0,HOR002,10016590X2,COND,10,Cambio de acople de baja de faja,TEC-MEC,PM01,2.0,3.0,10016590X210,
5414,10016590,X3,COND_MEC_FAJA  Camb rodamientos reductor,TEC-MEC,P01,4.0,1.0,HOR002,10016590X3,COND,10,Camb rodamientos reductor d velocidad,TEC-MEC,PM01,3.0,14.0,10016590X310,
5415,10016590,X4,COND_MEC_FAJA  Camb sellos de reductor,TEC-MEC,P01,4.0,1.0,HOR002,10016590X4,COND,10,Camb sellos de reductor de velocidad,TEC-MEC,PM01,2.0,4.0,10016590X410,
5416,10016590,X5,COND_MEC_FAJA  Camb bomb aceit sist enfr,TEC-MEC,P01,4.0,1.0,HOR002,10016590X5,COND,10,Camb bomba d aceite sist enfr de faja,TEC-MEC,PM01,2.0,4.0,10016590X510,
5417,10016590,X6,COND_MEC_FAJA  Camb chumac polea cabeza,TEC-MEC,P01,4.0,1.0,HOR002,10016590X6,COND,10,Camb chumac/rodam polea cabeza faja,TEC-MEC,PM01,4.0,8.0,10016590X610,
5418,10016590,X7,COND_MEC_FAJA  Camb chumac polea d cola,TEC-MEC,P01,4.0,1.0,HOR002,10016590X7,COND,10,Camb chumac/rodam polea d cola faja,TEC-MEC,PM01,4.0,8.0,10016590X710,
5419,10016590,X8,COND_MEC_FAJA  Cambio raspador primario,TEC-MEC,P01,4.0,1.0,HOR002,10016590X8,COND,10,Cambio del raspador primario de faja,TEC-MEC,PM01,2.0,2.0,10016590X810,
5420,10016590,X9,COND_MEC_FAJA  Camb placas raspador sec,TEC-MEC,P01,4.0,1.0,HOR002,10016590X9,COND,10,Cambio placas d raspador secund faja,TEC-MEC,PM01,2.0,2.0,10016590X910,
5421,10016590,XA,"COND_MEC_FAJA  Camb placas raspador ""v""",TEC-MEC,P01,4.0,1.0,HOR002,10016590XA,COND,10,"Cambio placas d raspador en ""v"" faja",TEC-MEC,PM01,2.0,2.0,10016590XA10,
5422,10016590,Y1,COND_ELE_FAJA  Cambio rodamientos motor,TEC-ELE,P01,4.0,1.0,HOR002,10016590Y1,COND,10,Cambio de rodamientos de motor,TEC-ELE,PM01,2.0,5.0,10016590Y110,
5423,10016590,Y2,COND_ELE_FAJA  Mtto iluminacion de faja,TEC-ELE,P01,4.0,1.0,HOR002,10016590Y2,COND,10,Mantenimiento de iluminacion de faja,TEC-ELE,PM01,2.0,2.0,10016590Y210,
5424,10016590,W1,COND_INS_FAJA  Cambio de instrumentos,TEC-INS,P01,4.0,1.0,HOR002,10016590W1,COND,10,Cambio de instrumentos de faja,TEC-INS,PM01,2.0,4.0,10016590W110,
5425,10016590,Z1,COND_PRED_FAJA  Alineam laser acopl alta,TEC-PRD,P01,4.0,1.0,HOR002,10016590Z1,COND,10,Alineamiento laser acople de alta faja,TEC-PRD,PM01,2.0,2.0,10016590Z110,
5426,10016590,Z2,COND_PRED_FAJA  Alineam laser acopl baja,TEC-PRD,P01,4.0,1.0,HOR002,10016590Z2,COND,10,Alineamiento laser acople de baja faja,TEC-PRD,PM01,2.0,2.0,10016590Z210,
5427,10016875,X1,COND_MEC_FAJA  Cambio de acople de alta,TEC-MEC,P01,4.0,1.0,HOR002,10016875X1,COND,10,Cambio de acople de alta de faja,TEC-MEC,PM01,3.0,6.0,10016875X110,
5428,10016875,X2,COND_MEC_FAJA  Cambio de acople de baja,TEC-MEC,P01,4.0,1.0,HOR002,10016875X2,COND,10,Cambio de acople de baja de faja,TEC-MEC,PM01,2.0,3.0,10016875X210,
5429,10016875,X3,COND_MEC_FAJA  Camb rodajes de reductor,TEC-MEC,P01,4.0,1.0,HOR002,10016875X3,COND,10,Cambio rodamientos de reductor de faja,TEC-MEC,PM01,3.0,14.0,10016875X310,
5430,10016875,X4,COND_MEC_FAJA  Camb sellos radiales red,TEC-MEC,P01,4.0,1.0,HOR002,10016875X4,COND,10,Cambio de sellos radiales de reductor,TEC-MEC,PM01,2.0,4.0,10016875X410,
5431,10016875,X5,COND_MEC_FAJA  Camb bomba aceite d enfr,TEC-MEC,P01,4.0,1.0,HOR002,10016875X5,COND,10,Camb bomba de aceite sist d enfriamiento,TEC-MEC,PM01,2.0,4.0,10016875X510,
5432,10016875,X6,COND_MEC_FAJA  Camb chum/rod polea cabez,TEC-MEC,P01,4.0,1.0,HOR002,10016875X6,COND,10,Camb chumaceras/rodajes polea de cabeza,TEC-MEC,PM01,4.0,8.0,10016875X610,
5433,10016875,X7,COND_MEC_FAJA  Camb chum/rod polea d col,TEC-MEC,P01,4.0,1.0,HOR002,10016875X7,COND,10,Camb chumaceras/rodajes polea de cola,TEC-MEC,PM01,4.0,8.0,10016875X710,
5434,10016875,X8,COND_MEC_FAJA  Camb chum/rod polea defle,TEC-MEC,P01,4.0,1.0,HOR002,10016875X8,COND,10,Camb chumaceras/rodajes polea deflectora,TEC-MEC,PM01,4.0,8.0,10016875X810,
5435,10016875,X9,COND_MEC_FAJA  Camb chum/rod polea tens,TEC-MEC,P01,4.0,1.0,HOR002,10016875X9,COND,10,Camb chumaceras/rodajes polea tensora,TEC-MEC,PM01,4.0,8.0,10016875X910,
5436,10016875,XA,COND_MEC_FAJA  Cambio raspador primario,TEC-MEC,P01,4.0,1.0,HOR002,10016875XA,COND,10,Cambio raspador primario de faja transp,TEC-MEC,PM01,2.0,2.0,10016875XA10,
