,key_dutie,Primary task detail activity,Maintenance type,Specialist,Constraint,Time,Amount Craft,Frequency,Unidad Periodo,Date task done,Man hour,Strategy
3267,5551-XM-511|01-07-01,"Verificar ajuste de pernos de anclaje de reductores, retorquear de ser necesario.",INSP,TEC-MEC,MAR,1.0,1,330.0,H,2021-04-01,1.0,330H
3268,5551-XM-511|01-07-02,Verificar el nivel de aceite de los reductores a través de la mirilla o visor.,INSP,TEC-MEC,MAR,1.0,1,2000.0,H,2021-04-01,1.0,2000H
3269,5551-XM-511|01-07-04,"Drenar el aceite viejo a través del ducto de drenaje, hacer un lavado del reductor con aceite nuevo, drenar el aceite de lavado y rellenar de aceite nuevo hasta el nivel permitido.",LUBR,TEC-MEC,DET,2.0,2,2000.0,H,2021-04-01,4.0,2000H
3270,5551-XM-511|01-08-01,"Verificar el nivel de aceite del tanque a través del visor, mirilla o columna de nivel.",INSP,TEC-MEC,MAR,1.0,1,2000.0,H,2021-04-01,1.0,2000H
3271,5551-XM-511|01-08-02,"Verificar hermeticidad en mangueras, válvulas y conectores, ajustar o reemplazar de ser necesario.",INSP,TEC-MEC,MAR,1.0,1,165.0,H,2021-04-01,1.0,165H
3272,5551-XM-511|01-08-03,"Reemplazar filtro saturado por uno nuevo, realizar la limpieza de la tapa de filtro, ajustar y verificar hermeticidad.",PREV,TEC-MEC,DET,2.0,1,4000.0,H,2021-04-01,2.0,4000H
3273,5551-XM-511|02-01-01,"Verificar el ajuste de pernos de anclaje del carrete, retorquear de ser necesario.",INSP,TEC-MEC,MAR,1.0,1,330.0,H,2021-04-01,1.0,330H
3274,5551-XM-511|02-01-02,"Verificar el estado de la pintura de la estructura del carrete, detectar superficies corroidas para aplicar pintura epóxica anticorrosiva.",INSP,TEC-MEC,MAR,1.0,1,660.0,H,2021-04-01,1.0,660H
3275,5551-XM-511|02-01-04,"Lubricar la corona con grasa NLGI grado 2, equivalente EP2.",LUBR,TEC-MEC,DET,2.0,2,2000.0,H,2021-04-01,4.0,2000H
3276,5551-XM-511|02-01-05,Lubricar los rodamientos de las chumaceras de soporte de carrete.,LUBR,TEC-MEC,DET,2.0,2,2000.0,H,2021-04-01,4.0,2000H
3277,5551-XM-511|02-02-01,"Inspeccion de signos de daño o desgate a lo largo de la manguera. Cualquier condición anormal, colapso, torsión, superposición, falta de flotabilidad, desgarro de goma debe registrarse.",INSP,TEC-MEC,MAR,2.0,1,330.0,H,2021-04-01,2.0,330H
3278,5551-XM-511|02-02-02,Inspeccion de valvulas en extremos de las mangueras. Detectar cualquier fuga.,INSP,TEC-MEC,MAR,0.5,2,660.0,H,2021-04-01,1.0,660H
3279,5551-XM-511|02-02-03,"Limpieza e inspeccion minuciosa de la linea, con especial atencion en roturas y cortes. Si hay daño excesivo retirar manguerar.",PREV,TEC-MEC,DET,4.0,3,4000.0,H,2021-04-01,12.0,4000H
3280,5551-XM-511|02-02-04,"Inspección visual del interior. Cortar, desgarrar, debe ser motivo de rechazo de la manguera.",INSP,TEC-MEC,DET,2.0,2,4000.0,H,2021-04-01,4.0,4000H
3281,5551-XM-511|02-02-05,"Pruebas de presion en altamar. La cuerda debe someterse a prueba de presión a 1,5 veces la presión de funcionamiento por un periodo de 3 horas.	",PREV,TEC-MEC,DET,4.0,2,8000.0,H,2021-04-01,8.0,8000H
3282,5551-XM-511|02-02-06,Alargamiento; deformación dilatación.,PREV,TEC-MEC,DET,4.0,2,8000.0,H,2021-04-01,8.0,8000H
3283,5551-XM-511|02-03-02,Reemplazar kit de sellos empleando estractores.,PREV,TEC-MEC,DET,4.0,2,4000.0,H,2021-04-01,8.0,4000H
3284,5551-XM-511|02-04-01,Cambio de O´ring de acoplamientos.,PREV,TEC-MEC,DET,4.0,2,4000.0,H,2021-04-01,8.0,4000H
3285,5551-XM-511|02-04-02,Verificar la estanqueidad entre levas del acoplamiento Camlock. Si el espacio entre levas es mayor a 0.04 pulg se debe cambiar.,INSP,TEC-MEC,DET,3.0,2,4000.0,H,2021-04-01,6.0,4000H
3286,5551-XM-511|02-04-03,"Lubricar las levas del acoplamiento, Aprox 5cc de grasa multiproposito.",LUBR,TEC-MEC,DET,2.0,2,2000.0,H,2021-04-01,4.0,2000H
3287,5551-XM-511|02-05-01,"Inspeccion de fugas o corrosion, verificar ajuste de pernos, retorquear de ser necesario.",INSP,TEC-MEC,MAR,1.0,2,330.0,H,2021-04-01,2.0,330H
3288,5551-XM-511|02-06-01,"Inspeccionar el estado de sello laberinto de polines de carga, cambiar de ser necesario.",INSP,TEC-MEC,MAR,1.0,1,660.0,H,2021-04-01,1.0,660H
3289,5551-XM-511|02-06-05,"Lubricar cadenas y piñones, aplicar capa de aceite con una brocha.",LUBR,TEC-MEC,DET,2.0,2,2000.0,H,2021-04-01,4.0,2000H
3290,5551-XM-511|03-06-01,"Inspeccionar estado de acople, verificar ajuste de pernos y reemplazar elastomero de ser necesario.",INSP,TEC-MEC,MAR,0.5,1,660.0,H,2021-04-01,0.5,660H
3291,5551-XM-511|03-06-02,"Verificar el estado de cadena y piñones, verificar tensado de cadena, regular tensión de ser necesario.",INSP,TEC-MEC,MAR,0.5,1,660.0,H,2021-04-01,0.5,660H
3292,5551-XM-511|03-06-03,"Verificacion de alineamiento entre ejes del motor y el eje del winche, corregir desalineamiento de ser necesario.",INSP,TEC-MEC,DET,0.5,2,660.0,H,2021-04-01,1.0,660H
3293,5551-XM-511|03-06-04,"Verificar estado del cable acerado del winche, detectar alambres rotos y reemplazar de ser necesario.",INSP,TEC-MEC,MAR,1.0,1,660.0,H,2021-04-01,1.0,660H
3294,5551-XM-511|03-06-05,Lubricar las cadenas aplicando capa de aceite con una brocha.,LUBR,TEC-MEC,DET,2.0,2,2000.0,H,2021-04-01,4.0,2000H
3295,5551-XM-511|03-07-01,"Inspeccionar estado de polines, detectar daños estructurales, verificar corrosión y estado de pintura, cambiar polines de ser necesario.",INSP,TEC-MEC,MAR,1.0,1,660.0,H,2021-04-01,1.0,660H
3296,5551-XM-511|03-07-02,"Inspeccionar estado de polines, detectar daños estructurales, verificar corrosión y estado de pintura, cambiar polines de ser necesario.",INSP,TEC-MEC,MAR,1.0,1,660.0,H,2021-04-01,1.0,660H
3297,5611-TK-502|01-01-01,"Inspeccionar estado de pintura anticorrosiva, detectar presencia de óxidos en las paredes superficiales, verificar estado de ductos de succión y descarga, detectart fugas.",INSP,TEC-MEC,MAR,0.5,1,660.0,H,2021-04-01,0.5,660H
3298,5611-TK-502|01-01-02,Limpiar superficialmente el tanque.,PREV,TEC-MEC,MAR,2.0,2,4000.0,H,2021-04-01,4.0,4000H
3299,5611-TK-502|01-01-03,Limpiar interior del tanque.,PREV,TEC-MEC,DET,4.0,2,8000.0,H,2021-04-01,8.0,8000H
3300,5611-TK-502|01-01-05,Pintar tanque con pintura epóxica anticorrosiva o similar de acuerdo al fluido contenido en su interior.,PREV,TEC-MEC,DET,10.0,3,8000.0,H,2021-04-01,30.0,8000H
3301,5111-PU-501|02-01-02,"Verificar el nivel de aceite en los rodamientos, rellenar si es nesesario.",INSP,TEC-MEC,MAR,2.0,1,330.0,H,2021-04-01,2.0,330H
3302,5111-PU-501|02-01-04,"Inspeccionar línea de tuberías y conectores de sistema de lubricación en los soportes de rodamientos, verificar ausencia de fugas de aceite, ajustar y reemplazar conectores de ser necesario.",PREV,TEC-MEC,DET,3.0,2,4000.0,H,2021-04-01,6.0,4000H
3303,5111-PU-501|02-02-01,Cambio de empaquetaduras en carcasa de la bomba.,PREV,TEC-MEC,DET,2.0,2,4000.0,H,2021-04-01,4.0,4000H
3304,5111-PU-501|02-02-02,Verificar ruidos y solturas en las condiciones de operacion.,INSP,TEC-MEC,DET,1.0,1,330.0,H,2021-04-01,1.0,330H
3305,5111-PU-501|02-02-03,Verificar estado de las conexiones y tuberias.,INSP,TEC-MEC,DET,1.0,1,660.0,H,2021-04-01,1.0,660H
3306,5111-PU-501|02-02-05,Verificar cuidadosamente la integridad de todos los protectores de la máquina (protectores fijos).,INSP,TEC-MEC,DET,2.0,1,4000.0,H,2021-04-01,2.0,4000H
3307,5111-PU-501|02-02-06,Cambio de anillos de desgaste.,PREV,TEC-MEC,DET,2.5,2,4000.0,H,2021-04-01,5.0,4000H
3308,5111-PU-501|02-02-07,Cambio de aceite lubricante OIL VG46.,PREV,TEC-MEC,DET,4.0,2,4000.0,H,2021-04-01,8.0,4000H
3309,5111-PU-501|02-02-08,Cambio de deflectores.,PREV,TEC-MEC,DET,3.0,2,4000.0,H,2021-04-01,6.0,4000H
3310,5111-PU-501|02-02-09,Cambio de sello O´rings.,PREV,TEC-MEC,DET,2.0,1,8000.0,H,2021-04-01,2.0,8000H
3311,5111-PU-501|02-03-01,Cambio de anillos de desgaste.,PREV,TEC-MEC,DET,3.0,2,4000.0,H,2021-04-01,6.0,4000H
3312,5111-PU-501|02-03-03,Cambio de camisa del eje y distanciador.,PREV,TEC-MEC,DET,4.0,2,8000.0,H,2021-04-01,8.0,8000H
3313,5111-PU-501|02-03-04,Cambio de eje.,PREV,TEC-MEC,DET,6.0,2,8000.0,H,2021-04-01,12.0,8000H
3314,5111-PU-501|02-04-01,Inspeccionar fugas en los sellos de la bomba.,INSP,TEC-MEC,DET,0.5,1,330.0,H,2021-04-01,0.5,330H
3315,5111-PU-501|03-02-04,Inspeccionar la cámara de enfriamiento por lodos o sedimentos.,INSP,TEC-MEC,DET,0.5,1,4000.0,H,2021-04-01,0.5,4000H
3316,5111-PU-501|03-02-05,Mantenimiento y cambio de calentadores de aceite según condición.,PREV,TEC-MEC,DET,2.0,2,8000.0,H,2021-04-01,4.0,8000H
3317,5111-PU-501|03-02-06,"Retirar los filtros, limpiar y reemplazar cartuchos.",PREV,TEC-MEC,DET,1.0,2,4000.0,H,2021-04-01,2.0,4000H
3318,5111-PU-501|03-02-07,"Retirar los filtros, limpiar y reemplazar cartuchos.",PREV,TEC-MEC,DET,1.0,2,4000.0,H,2021-04-01,2.0,4000H
3319,5111-PU-501|03-02-08,"Retirar los filtros, limpiar y reemplazar cartuchos.",PREV,TEC-MEC,DET,1.0,2,4000.0,H,2021-04-01,2.0,4000H
3320,5111-PU-501|03-02-09,"Verificar soltura mecánica en el motor y bomba, inspección de ruidos extraños.",INSP,TEC-MEC,DET,1.0,2,4000.0,H,2021-04-01,2.0,4000H
3321,5111-PU-521|02-01-01,"Inspección mecánica, verificación solturas en la base y presencia de vibración.",PREV,TEC-MEC,MAR,0.5,1,660.0,H,2021-04-01,0.5,660H
3322,5111-PU-521|02-01-02,Monitoreos de temperatura.,PREV,TEC-MEC,MAR,0.5,1,660.0,H,2021-04-01,0.5,660H
3323,5111-PU-521|02-01-03,Cambio de aceite del engranaje.,PREV,TEC-MEC,DET,2.0,2,4000.0,H,2021-04-01,4.0,4000H
3324,5111-PU-521|02-02-01,Inspeccionar sello y juntas de tuberías por daños o fugas.,PREV,TEC-MEC,MAR,0.5,2,660.0,H,2021-04-01,1.0,660H
3325,5111-PU-521|02-02-02,Verificar que los extremos de las bridas en la bomba estén apretados y comprobar estanqueidad.,PREV,TEC-MEC,DET,1.0,2,2000.0,H,2021-04-01,2.0,2000H
3326,5111-PU-521|02-02-03,Verificar que las válvulas en la succión y descarga estén firmemente fijas.,PREV,TEC-MEC,DET,0.5,2,2000.0,H,2021-04-01,1.0,2000H
3327,5111-PU-521|02-02-04,Comprobar que los tornillos del cabezal dosificador estén bien ajustado a 5 Nm.,PREV,TEC-MEC,DET,0.5,2,2000.0,H,2021-04-01,1.0,2000H
3328,5111-PU-521|02-02-05,Verificar el nivel de aceite en el engranaje.,INSP,TEC-MEC,MAR,1.0,1,2000.0,H,2021-04-01,1.0,2000H
3329,5111-PU-521|02-02-07,Inspeccionar coronal de acoplamiento.,PREV,TEC-MEC,DET,3.0,2,4000.0,H,2021-04-01,6.0,4000H
3330,5111-PU-521|02-03-01,Cambio de diafragma.,PREV,TEC-MEC,DET,3.0,2,4000.0,H,2021-04-01,6.0,4000H
3331,5561-PU-504|02-01-01,"Inspeccion de pernos de instalacion, como el correcto ajuste (retorquear de ser necesario) y cualquier signo de desgaste o corrosion.",INSP,TEC-MEC,MAR,2.0,2,660.0,H,2021-04-01,4.0,660H
3332,5561-PU-504|02-01-02,Inspeccion de línea de descarga de bomba.,INSP,TEC-MEC,MAR,0.5,2,660.0,H,2021-04-01,1.0,660H
3333,5561-PU-504|02-01-03,Inspeccion de porcentaje de apertura de válvula de descarga de la bomba.,INSP,TEC-MEC,MAR,0.5,2,660.0,H,2021-04-01,1.0,660H
3334,5561-PU-504|02-02-01,"Verificar alineamiento en acople motor-bomba, alinear de ser nesesario.",INSP,TEC-MEC,MAR,1.0,2,660.0,H,2021-04-01,2.0,660H
3335,5561-PU-504|02-02-02,Inspección de temperatura en cojinetes.,INSP,TEC-MEC,MAR,1.0,2,660.0,H,2021-04-01,2.0,660H
3336,5561-PU-504|02-02-03,Inspección de ruido y vibración anormal en cojinetes.,INSP,TEC-MEC,MAR,1.0,2,660.0,H,2021-04-01,2.0,660H
3337,5561-PU-504|02-02-06,Cambio de acople motor - bomba.,PREV,TEC-MEC,DET,2.0,2,4000.0,H,2021-04-01,4.0,4000H
3338,5561-PU-504|02-02-07,Cambio de guarda de acople motor - bomba.,PREV,TEC-MEC,DET,2.0,2,4000.0,H,2021-04-01,4.0,4000H
3339,5561-PU-504|02-03-01,Inspeccionar fugas en los sellos del eje asi como ajuste de sus pernos.,INSP,TEC-MEC,MAR,1.0,2,660.0,H,2021-04-01,2.0,660H
3340,5561-PU-504|02-03-02,Cambio de sello mecanico.,PREV,TEC-MEC,DET,20.0,6,4000.0,H,2021-04-01,120.0,4000H
3341,5561-PU-504|02-03-03,Inspeccion de fugas y estado en tuberia de flujo.,INSP,TEC-MEC,MAR,0.5,2,660.0,H,2021-04-01,1.0,660H
3342,5561-PU-504|02-04-01,Inspección de niveles de aceite (visores).,PREV,TEC-MEC,DET,0.5,2,2000.0,H,2021-04-01,1.0,2000H
3343,5561-PU-504|02-04-02,Cambio/reparación de bowl assembly (frecuencia anual o a condición del equipo).,PREV,TEC-MEC,DET,40.0,6,8000.0,H,2021-04-01,240.0,8000H
3344,5561-PU-504|02-05-01,Inspección de sistema de lubricación.,INSP,TEC-MEC,MAR,1.0,2,660.0,H,2021-04-01,2.0,660H
3345,5722-CP-501|01-04-01,Inspección de fajas y poleas.,INSP,TEC-MEC,MAR,0.25,2,660.0,H,2021-04-01,0.5,660H
3346,5722-CP-501|02-01-01,"Inspección de compresor de aire, presión, temperatura, fugas y nivel de refrigerante.",INSP,TEC-MEC,MAR,0.25,2,165.0,H,2021-04-01,0.5,165H
3347,5722-CP-501|02-01-02,Inspección de válvula limitadora de presión.,INSP,TEC-MEC,MAR,0.25,2,2000.0,H,2021-04-01,0.5,2000H
3348,5722-CP-501|02-01-03,Cambio de filtro y pre filtro de aire.,PREV,TEC-MEC,MAR,0.5,2,2000.0,H,2021-04-01,1.0,2000H
3349,5722-CP-501|02-01-06,Monitoreo general compresor.,PREV,TEC-MEC,DET,1.0,2,4000.0,H,2021-04-01,2.0,4000H
3350,5722-CP-501|02-01-07,Inspección líneas de drenaje de condensado y sustituir si es necesario.,PREV,TEC-MEC,DET,4.0,2,8000.0,H,2021-04-01,8.0,8000H
3351,5722-CP-501|02-02-01,Inspección del separador de aceite.,INSP,TEC-MEC,MAR,0.25,2,165.0,H,2021-04-01,0.5,165H
3352,5722-CP-501|02-02-02,Inspección del filtro de aceite.,INSP,TEC-MEC,MAR,0.25,2,165.0,H,2021-04-01,0.5,165H
3353,5722-CP-501|02-02-03,Cambio del elemento separador.,PREV,TEC-MEC,DET,1.0,2,2000.0,H,2021-04-01,2.0,2000H
3354,5722-CP-501|02-02-04,Relleno de aceite Ultracoolant.,PREV,TEC-MEC,DET,1.0,2,2000.0,H,2021-04-01,2.0,2000H
3355,5722-CP-501|02-02-05,Cambio de aceite Ultracoolant.,PREV,TEC-MEC,DET,4.0,2,8000.0,H,2021-04-01,8.0,8000H
3356,5722-CP-501|02-03-01,Inspección de sistema de enfriamiento.,INSP,TEC-MEC,MAR,0.25,2,165.0,H,2021-04-01,0.5,165H
3357,5722-CP-501|02-03-02,Limpieza de enfriador.,PREV,TEC-MEC,DET,2.0,2,4000.0,H,2021-04-01,4.0,4000H
3358,5722-CP-501|02-03-03,Cambio de elemento de filtro de refrigerante.,PREV,TEC-MEC,DET,1.5,2,2000.0,H,2021-04-01,3.0,2000H
3359,5722-CP-501|03-01-01,Inspección del secador y fugas de refrigerante.,INSP,TEC-MEC,MAR,0.25,1,165.0,H,2021-04-01,0.25,165H
3360,5722-CP-501|03-01-02,Inspección del filtros de pre secado.,INSP,TEC-MEC,MAR,0.25,1,165.0,H,2021-04-01,0.25,165H
3361,5722-CP-501|03-01-03,Inspección del filtros de post secado.,INSP,TEC-MEC,MAR,0.25,1,165.0,H,2021-04-01,0.25,165H
3362,5722-CP-501|03-01-04,Cambio de filtro de pre secado.,PREV,TEC-MEC,DET,1.0,1,2000.0,H,2021-04-01,1.0,2000H
3363,5722-CP-501|03-01-05,Cambio de filtro de post secado.,PREV,TEC-MEC,DET,1.0,1,2000.0,H,2021-04-01,1.0,2000H
3364,5722-CP-501|03-02-01,Inspección del acumulador.,INSP,TEC-MEC,MAR,0.25,1,165.0,H,2021-04-01,0.25,165H
3365,5561-PU-527|01-02-01,"Inspección mecánica, verificación solturas en la base y presencia de vibración.",INSP,TEC-MEC,MAR,0.25,1,660.0,H,2021-04-01,0.25,660H
3366,5561-PU-527|01-02-02,Monitoreos de temperatura.,INSP,TEC-MEC,MAR,0.5,1,660.0,H,2021-04-01,0.5,660H
3367,5561-PU-527|01-02-03,Verificar el nivel de aceite.,INSP,TEC-MEC,MAR,0.5,1,2000.0,H,2021-04-01,0.5,2000H
3368,5561-PU-527|01-02-04,Ajuste de pernos de cabezal.,PREV,TEC-MEC,DET,0.5,2,2000.0,H,2021-04-01,1.0,2000H
3369,5561-PU-527|01-03-01,Limpieza general de bomba.,PREV,TEC-MEC,DET,1.0,2,2000.0,H,2021-04-01,2.0,2000H
3370,5561-PU-527|01-03-02,Inspeccionar líneas de succión y descarga.,INSP,TEC-MEC,MAR,0.25,2,660.0,H,2021-04-01,0.5,660H
3371,5561-PU-527|01-03-03,Inspección de medidor de flujo.,INSP,TEC-MEC,MAR,0.5,2,660.0,H,2021-04-01,1.0,660H
3372,5561-PU-527|01-03-04,Inspección de presión de descarga.,INSP,TEC-MEC,MAR,0.5,2,660.0,H,2021-04-01,1.0,660H
3373,5561-PU-527|01-03-05,Cambio de diafragma.,PREV,TEC-MEC,DET,2.0,2,4000.0,H,2021-04-01,4.0,4000H
3374,5561-PU-527|01-03-06,Cambio de juego de válvulas.,PREV,TEC-MEC,DET,2.0,2,8000.0,H,2021-04-01,4.0,8000H
3375,5561-PU-527|01-03-07,Cambio de retenedor.,PREV,TEC-MEC,DET,2.0,2,8000.0,H,2021-04-01,4.0,8000H
3376,5561-PU-528|01-02-01,"Inspección mecánica, verificación solturas en la base y presencia de vibración.",INSP,TEC-MEC,MAR,0.25,1,660.0,H,2021-04-01,0.25,660H
3377,5561-PU-528|01-02-02,Monitoreos de temperatura.,INSP,TEC-MEC,MAR,0.5,1,660.0,H,2021-04-01,0.5,660H
3378,5561-PU-528|01-02-03,Verificar el nivel de aceite.,INSP,TEC-MEC,MAR,0.5,1,2000.0,H,2021-04-01,0.5,2000H
3379,5561-PU-528|01-02-04,Ajuste de pernos de cabezal.,PREV,TEC-MEC,DET,0.5,2,2000.0,H,2021-04-01,1.0,2000H
3380,5561-PU-528|01-03-01,Limpieza general de bomba.,PREV,TEC-MEC,DET,1.0,2,2000.0,H,2021-04-01,2.0,2000H
3381,5561-PU-528|01-03-02,Inspeccionar líneas de succión y descarga.,INSP,TEC-MEC,MAR,0.25,2,660.0,H,2021-04-01,0.5,660H
3382,5561-PU-528|01-03-03,Inspección de medidor de flujo.,INSP,TEC-MEC,MAR,0.5,2,660.0,H,2021-04-01,1.0,660H
3383,5561-PU-528|01-03-04,Inspección de presión de descarga.,INSP,TEC-MEC,MAR,0.5,2,660.0,H,2021-04-01,1.0,660H
3384,5561-PU-528|01-03-05,Cambio de diafragma.,PREV,TEC-MEC,DET,2.0,2,4000.0,H,2021-04-01,4.0,4000H
3385,5561-PU-528|01-03-06,Cambio de juego de válvulas.,PREV,TEC-MEC,DET,2.0,2,8000.0,H,2021-04-01,4.0,8000H
3386,5612-PU-506|01-02-01,Verificar ruido inusual y/o solturas en los elementos de unión del acople.,INSP,TEC-MEC,MAR,0.25,1,660.0,H,2021-04-01,0.25,660H
3387,5612-PU-506|01-02-02,"Desmontar el acople, verificar si los diámetros del eje se encuentran dentro de los valores correctos de tolerancia y ajuste para el componente, verificar el estado de los elementos de arrastre (masas, canales y chavetas), verificar el alineamiento entre ejes utilizando el equipo laser, montaje del nuevo acoplamiento teniendo en cuenta no dañar los componentes en este proceso.",PREV,TEC-MEC,DET,2.0,2,8000.0,H,2021-04-01,4.0,8000H
3388,5612-PU-506|02-01-01,"Verificar el ajuste entre la placa lateral y el impulsor, verificar fuga por los pernos de unión y/o juntas de la carcasa, verificar condición de pernos de unión, verificar desgaste y/o corrosión de la carcasa.",INSP,TEC-MEC,MAR,0.25,2,660.0,H,2021-04-01,0.5,660H
3389,5612-PU-506|02-01-02,"Verificar los parámetros de operación, de ser necesario algún desvió cambiar los componentes internos.",PREV,TEC-MEC,DET,0.5,2,8000.0,H,2021-04-01,1.0,8000H
3390,5612-PU-506|02-01-03,"Desmontar en la carcasa el lado de la succión para tener acceso al impulsor, determinar el estado del impulsor (desgaste y/o corrosión), desmontar el impulsor del eje, verificar el desgaste en el eje, verificar el anillo de desgaste, montar el nuevo impulsor, regular la holgura entre carcaza e impulsor, torquear el perno de ajuste del impulsor, inspección y reemplazo de las empaquetaduras, torquear pernos de la carcasa (ajustar los pernos en cruz).",PREV,TEC-MEC,DET,4.0,2,8000.0,H,2021-04-01,8.0,8000H
3391,5612-PU-506|02-01-04,"Desmontar la voluta, retirar los pernos de unión de la carcasa, retirar eje e impulsor, retirar pernos de sujeción de revestimiento, cambiar forros, ajustar forros nuevos, montar eje e impulsor, armar la carcasa, montar la voluta.",PREV,TEC-MEC,DET,4.0,2,8000.0,H,2021-04-01,8.0,8000H
3392,5612-PU-506|02-01-05,"Limpiar la parte externa del equipo, arenar y/o pintar la bomba para evitar corrosión y desgastes externos.",PREV,TEC-MEC,DET,3.0,2,8000.0,H,2021-04-01,6.0,8000H
3393,5612-PU-506|02-02-01,"Verificar que no existan ruidos ni vibraciones inusuales, verificar la temperatura no exceda 80°C, verificar fugas de grasa por los sellos y/o juntas.",INSP,TEC-MEC,MAR,0.25,1,660.0,H,2021-04-01,0.25,660H
3394,5612-PU-506|02-02-06,"Para una lubricación inicial, utilizar la bomba de grasa y suministrar 140 Gr. (Grasa Mobilgrease XHP 222, lado impulsor 55 Gr. y lado acople 85 Gr.). Posteriormente para la relubricación se realizará a 6500H, utilizar la bomba de grasa y suministrar 40 Gr. (Grasa Mobilgrease XHP 222, Lado impulsor 15gr. y lado acople 25 gr.)",LUBR,TEC-MEC,MAR,0.5,2,6500.0,H,2021-04-01,1.0,6500H
3395,5612-PU-506|02-03-01,"Verificar fuga por sello mecánico, de ser necesario realizar el cambio del kit de reparación o el cambio total del sello.",INSP,TEC-MEC,MAR,0.25,2,660.0,H,2021-04-01,0.5,660H
3396,5612-PU-506|02-03-02,"Desmontar el eje de la bomba desde el lado de la caja de rodamientos, desmontar las tapas y la carcasa, desmontar el sello mecánico, verificar el desgaste de la camiseta de ser necesario reemplazar el componente, montar el impulsor sobre el eje, montar la caja de rodamientos y asegurar la carcasa.",PREV,TEC-MEC,DET,4.0,2,8000.0,H,2021-04-01,8.0,8000H
3397,5612-PU-506|02-04-01,"Desmontar el eje del equipo, verificar con la ayuda de reloj comparador ovalicidad, conicidad y desgaste especialmente en zonas de apoyo de rodamientos y sellos. De presentar desgaste en el eje, cambiar eje o recuperar la medida por medio de camisetas o bujes de desgaste.",PREV,TEC-MEC,DET,5.0,2,8000.0,H,2021-04-01,10.0,8000H
3398,5612-PU-506|02-05-01,"Cambiar los elementos de unión como pernos, chavetas, pasadores, etc. De presentarse estiramiento, o deformación por esfuerzos de compresión, tracción o cizallamiento.",PREV,TEC-MEC,DET,1.0,2,8000.0,H,2021-04-01,2.0,8000H
3399,5721-PU-517|01-02-01,Inspección de fugas y elementos de unión del acople.: Inspección de fugas y elementos de unión del acople.,INSP,TEC-MEC,MAR,0.25,1,660.0,H,2021-04-01,0.25,660H
3400,5721-PU-517|01-02-02,"Cambio de acople. desmontar el acople, verificar si los diámetros del eje se encuentran dentro de los valores correctos de tolerancia y ajuste para el componente, verificar el estado de los elementos de arrastre(chavetas) y de los canales chaveteros en el eje, montaje del nuevo acoplamiento teniendo en cuenta no dañar los componentes en este proceso.",PREV,TEC-MEC,DET,4.0,2,8000.0,H,2021-04-01,8.0,8000H
3401,5721-PU-517|02-01-01,"Desmontar en la carcasa el lado de la succión para tener acceso al impulsor, determinar el estado del impulsor (desgaste y/o corrosión), desmontar el impulsor del eje, verificar el desgaste en el eje, verificar el anillo de desgaste, montar el nuevo impulsor, regular la holgura entre carcaza e impulsor, torquear el perno de ajuste del impulsor, inspección y reemplazo de las empaquetaduras, torquear pernos de la carcasa(ajustar los pernos en cruz)",PREV,TEC-MEC,DET,5.0,2,8000.0,H,2021-04-01,10.0,8000H
3402,5721-PU-517|02-02-01,"Desmontar la voluta, retirar los pernos de unión de la carcasa, retirar eje e impulsor, retirar pernos de sujeción de revestimiento, cambiar forros, ajustar forros nuevos, montar eje e impulsor, armar la carcasa, montar la voluta.",PREV,TEC-MEC,DET,5.0,2,8000.0,H,2021-04-01,10.0,8000H
3403,5721-PU-517|02-02-02,"Limpiar la parte externa del equipo, arenar y/o pintar la bomba para evitar corrosión y desgastes externos.",PREV,TEC-MEC,DET,5.0,2,8000.0,H,2021-04-01,10.0,8000H
3404,5721-PU-517|02-02-03,"Desmontar el eje del equipo, verificar con la ayuda de reloj comparador ovalicidad, conicidad y desgaste especialmente en zonas de apoyo de rodamientos y sellos. De presentar desgaste en el eje, recuperar la medida por medio de camisetas o bujes de desgaste.: Desmontar el eje del equipo, verificar con la ayuda de reloj comparador ovalicidad, conicidad y desgaste especialmente en zonas de apoyo de rodamientos y sellos. De presentar desgaste en el eje, recuperar la medida por medio de camisetas o bujes de desgaste.",INSP,TEC-MEC,DET,4.0,2,8000.0,H,2021-04-01,8.0,8000H
3405,5721-PU-517|02-03-01,"Inspección de fugas en los sellos de la caja de rodamientos, de ser necesario realizar el cambio de los mismos.: Inspección de fugas en los sellos de la caja de rodamientos, de ser necesario realizar el cambio de los mismos.",INSP,TEC-MEC,MAR,2.0,2,660.0,H,2021-04-01,4.0,660H
3406,5721-PU-517|02-04-01,"Inspección para determinar fugas, cambio de los sellos o-ring y juntas de la bomba para asegurar estanqueidad del equipo de ser necesario.: Inspección para determinar fugas, cambio de los sellos o-ring y juntas de la bomba para asegurar estanqueidad del equipo de ser necesario.",INSP,TEC-MEC,DET,2.0,2,660.0,H,2021-04-01,4.0,660H
3407,5721-PU-517|02-05-01,"Inspeccionar el nivel de aceite en el visor de la caja de rodamientos, rellenar el aceite de ser necesario hasta llegar al nivel optimo.: Inspeccionar el nivel de aceite en el visor de la caja de rodamientos, rellenar el aceite de ser necesario hasta llegar al nivel optimo.",INSP,TEC-MEC,MAR,0.15,1,660.0,H,2021-04-01,0.15,660H
