PE,1_WBS,2_WBS,3_WBS,4_WBS,WBS,Level,All,Lvl 1,Lvl 1 ENG,Lvl 1 ESP,Lvl 2,Lvl 2 ENG,Lvl 2 ESP,Lvl 3,Lvl 3 ENG,Lvl 3 ESP,Lvl 4,Lvl 1 ENG,Lvl 1 ESP
431,4,3,1,0,4310,3,WATER SERVICES / SERVICIOS DE AGUA,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES EN SITIO,ON-SITE GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES EN SITIO,WATER SERVICES / SERVICIOS DE AGUA,WATER SERVICES,SERVICIOS DE AGUA,,,
4311,4,3,1,1,4311,4,Raw Water (Sea Water) / Agua Cruda (Agua de Mar),ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES EN SITIO,ON-SITE GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES EN SITIO,WATER SERVICES / SERVICIOS DE AGUA,WATER SERVICES,SERVICIOS DE AGUA,Raw Water (Sea Water) / Agua Cruda (Agua de Mar),Raw Water (Sea Water),Agua Cruda (Agua de Mar)
4312,4,3,1,2,4312,4,Process Water / Agua de Proceso,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES EN SITIO,ON-SITE GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES EN SITIO,WATER SERVICES / SERVICIOS DE AGUA,WATER SERVICES,SERVICIOS DE AGUA,Process Water / Agua de Proceso,Process Water,Agua de Proceso
4313,4,3,1,3,4313,4,Fire Water / Agua Contraincendios,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES EN SITIO,ON-SITE GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES EN SITIO,WATER SERVICES / SERVICIOS DE AGUA,WATER SERVICES,SERVICIOS DE AGUA,Fire Water / Agua Contraincendios,Fire Water,Agua Contraincendios
4314,4,3,1,4,4314,4,Gland Water / Agua de Sello,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES EN SITIO,ON-SITE GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES EN SITIO,WATER SERVICES / SERVICIOS DE AGUA,WATER SERVICES,SERVICIOS DE AGUA,Gland Water / Agua de Sello,Gland Water,Agua de Sello
4315,4,3,1,5,4315,4,Cooling Water / Agua de Enfriamiento,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES EN SITIO,ON-SITE GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES EN SITIO,WATER SERVICES / SERVICIOS DE AGUA,WATER SERVICES,SERVICIOS DE AGUA,Cooling Water / Agua de Enfriamiento,Cooling Water,Agua de Enfriamiento
4316,4,3,1,6,4316,4,Potable Water / Agua Potable,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES EN SITIO,ON-SITE GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES EN SITIO,WATER SERVICES / SERVICIOS DE AGUA,WATER SERVICES,SERVICIOS DE AGUA,Potable Water / Agua Potable,Potable Water,Agua Potable
4319,4,3,1,9,4319,4,Water Services General / Servicios de Agua - General,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES EN SITIO,ON-SITE GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES EN SITIO,WATER SERVICES / SERVICIOS DE AGUA,WATER SERVICES,SERVICIOS DE AGUA,Water Services General / Servicios de Agua - General,Water Services General,Servicios de Agua - General
432,4,3,2,0,4320,3,AIR SERVICES / SERVICIOS DE AIRE,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES EN SITIO,ON-SITE GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES EN SITIO,AIR SERVICES / SERVICIOS DE AIRE,AIR SERVICES,SERVICIOS DE AIRE,,,
4321,4,3,2,1,4321,4,Plant Air (High Pressure) / Aire de Planta (Alta Presión),ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES EN SITIO,ON-SITE GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES EN SITIO,AIR SERVICES / SERVICIOS DE AIRE,AIR SERVICES,SERVICIOS DE AIRE,Plant Air (High Pressure) / Aire de Planta (Alta Presión),Plant Air (High Pressure),Aire de Planta (Alta Presión)
4322,4,3,2,2,4322,4,Instrument Air / Aire de Instrumentación,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES EN SITIO,ON-SITE GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES EN SITIO,AIR SERVICES / SERVICIOS DE AIRE,AIR SERVICES,SERVICIOS DE AIRE,Instrument Air / Aire de Instrumentación,Instrument Air,Aire de Instrumentación
4323,4,3,2,3,4323,4,Blower Air / Aire de Soplador,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES EN SITIO,ON-SITE GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES EN SITIO,AIR SERVICES / SERVICIOS DE AIRE,AIR SERVICES,SERVICIOS DE AIRE,Blower Air / Aire de Soplador,Blower Air,Aire de Soplador
4329,4,3,2,9,4329,4,Air Services General / Servicios de Aire - General,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES EN SITIO,ON-SITE GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES EN SITIO,AIR SERVICES / SERVICIOS DE AIRE,AIR SERVICES,SERVICIOS DE AIRE,Air Services General / Servicios de Aire - General,Air Services General,Servicios de Aire - General
433,4,3,3,0,4330,3,WASTE TREATMENT AND MANAGEMENT / TRATAMIENTO Y MANEJO DE RESIDUOS,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES EN SITIO,ON-SITE GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES EN SITIO,WASTE TREATMENT AND MANAGEMENT / TRATAMIENTO Y MANEJO DE RESIDUOS,WASTE TREATMENT AND MANAGEMENT,TRATAMIENTO Y MANEJO DE RESIDUOS,,,
4331,4,3,3,1,4331,4,Sewerage / Alcantarillado,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES EN SITIO,ON-SITE GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES EN SITIO,WASTE TREATMENT AND MANAGEMENT / TRATAMIENTO Y MANEJO DE RESIDUOS,WASTE TREATMENT AND MANAGEMENT,TRATAMIENTO Y MANEJO DE RESIDUOS,Sewerage / Alcantarillado,Sewerage,Alcantarillado
4339,4,3,3,9,4339,4,Waste Treatment & Management General / Tratamiento y Manejo de Residuos - General,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES EN SITIO,ON-SITE GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES EN SITIO,WASTE TREATMENT AND MANAGEMENT / TRATAMIENTO Y MANEJO DE RESIDUOS,WASTE TREATMENT AND MANAGEMENT,TRATAMIENTO Y MANEJO DE RESIDUOS,Waste Treatment & Management General / Tratamiento y Manejo de Residuos - General,Waste Treatment & Management General,Tratamiento y Manejo de Residuos - General
434,4,3,4,0,4340,3,FUEL & LUBRICANTS STORAGE & DISPENSING / ALMACENAMIENTO Y DESPACHO DE COMBUSTIBLE Y LUBRICANTES,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES EN SITIO,ON-SITE GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES EN SITIO,FUEL & LUBRICANTS STORAGE & DISPENSING / ALMACENAMIENTO Y DESPACHO DE COMBUSTIBLE Y LUBRICANTES,FUEL & LUBRICANTS STORAGE & DISPENSING,ALMACENAMIENTO Y DESPACHO DE COMBUSTIBLE Y LUBRICANTES,,,
4341,4,3,4,1,4341,4,Fuel Storage / Almacenamiento de Combustible,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES EN SITIO,ON-SITE GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES EN SITIO,FUEL & LUBRICANTS STORAGE & DISPENSING / ALMACENAMIENTO Y DESPACHO DE COMBUSTIBLE Y LUBRICANTES,FUEL & LUBRICANTS STORAGE & DISPENSING,ALMACENAMIENTO Y DESPACHO DE COMBUSTIBLE Y LUBRICANTES,Fuel Storage / Almacenamiento de Combustible,Fuel Storage,Almacenamiento de Combustible
4342,4,3,4,2,4342,4,Fuel Dispensing / Despacho de Combustible,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES EN SITIO,ON-SITE GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES EN SITIO,FUEL & LUBRICANTS STORAGE & DISPENSING / ALMACENAMIENTO Y DESPACHO DE COMBUSTIBLE Y LUBRICANTES,FUEL & LUBRICANTS STORAGE & DISPENSING,ALMACENAMIENTO Y DESPACHO DE COMBUSTIBLE Y LUBRICANTES,Fuel Dispensing / Despacho de Combustible,Fuel Dispensing,Despacho de Combustible
4345,4,3,4,5,4345,4,Lubricants / Lubricantes,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES EN SITIO,ON-SITE GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES EN SITIO,FUEL & LUBRICANTS STORAGE & DISPENSING / ALMACENAMIENTO Y DESPACHO DE COMBUSTIBLE Y LUBRICANTES,FUEL & LUBRICANTS STORAGE & DISPENSING,ALMACENAMIENTO Y DESPACHO DE COMBUSTIBLE Y LUBRICANTES,Lubricants / Lubricantes,Lubricants,Lubricantes
435,4,3,5,0,4350,3,FIRE DETECTION AND PROTECTION / DETECCIÓN Y PROTECCIÓN CONTRA INCENDIOS,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES EN SITIO,ON-SITE GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES EN SITIO,FIRE DETECTION AND PROTECTION / DETECCIÓN Y PROTECCIÓN CONTRA INCENDIOS,FIRE DETECTION AND PROTECTION,DETECCIÓN Y PROTECCIÓN CONTRA INCENDIOS,,,
4351,4,3,5,1,4351,4,Fire Detection and Protection / Detección y Protección Contra Incendios,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES EN SITIO,ON-SITE GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES EN SITIO,FIRE DETECTION AND PROTECTION / DETECCIÓN Y PROTECCIÓN CONTRA INCENDIOS,FIRE DETECTION AND PROTECTION,DETECCIÓN Y PROTECCIÓN CONTRA INCENDIOS,Fire Detection and Protection / Detección y Protección Contra Incendios,Fire Detection and Protection,Detección y Protección Contra Incendios
437,4,3,7,0,4370,3,ELECTRICAL DISTRIBUTION & SUBSTATIONS / DISTRIBUCIÓN ELÉCTRICA Y SUBESTACIONES,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES EN SITIO,ON-SITE GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES EN SITIO,ELECTRICAL DISTRIBUTION & SUBSTATIONS / DISTRIBUCIÓN ELÉCTRICA Y SUBESTACIONES,ELECTRICAL DISTRIBUTION & SUBSTATIONS,DISTRIBUCIÓN ELÉCTRICA Y SUBESTACIONES,,,
4371,4,3,7,1,4371,4,Camp Area Substation / Subestación del Área de Campamento,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES EN SITIO,ON-SITE GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES EN SITIO,ELECTRICAL DISTRIBUTION & SUBSTATIONS / DISTRIBUCIÓN ELÉCTRICA Y SUBESTACIONES,ELECTRICAL DISTRIBUTION & SUBSTATIONS,DISTRIBUCIÓN ELÉCTRICA Y SUBESTACIONES,Camp Area Substation / Subestación del Área de Campamento,Camp Area Substation,Subestación del Área de Campamento
4372,4,3,7,2,4372,4,Admin & Servcies Substation / Subestación de Administración y Servicios,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES EN SITIO,ON-SITE GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES EN SITIO,ELECTRICAL DISTRIBUTION & SUBSTATIONS / DISTRIBUCIÓN ELÉCTRICA Y SUBESTACIONES,ELECTRICAL DISTRIBUTION & SUBSTATIONS,DISTRIBUCIÓN ELÉCTRICA Y SUBESTACIONES,Admin & Servcies Substation / Subestación de Administración y Servicios,Admin & Servcies Substation,Subestación de Administración y Servicios
4373,4,3,7,3,4373,4,Diesel Storage Substation / Subestación de Almacenamiento de Diésel,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES EN SITIO,ON-SITE GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES EN SITIO,ELECTRICAL DISTRIBUTION & SUBSTATIONS / DISTRIBUCIÓN ELÉCTRICA Y SUBESTACIONES,ELECTRICAL DISTRIBUTION & SUBSTATIONS,DISTRIBUCIÓN ELÉCTRICA Y SUBESTACIONES,Diesel Storage Substation / Subestación de Almacenamiento de Diésel,Diesel Storage Substation,Subestación de Almacenamiento de Diésel
4374,4,3,7,4,4374,4,Gate House Substation / Subestación de Caseta,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES EN SITIO,ON-SITE GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES EN SITIO,ELECTRICAL DISTRIBUTION & SUBSTATIONS / DISTRIBUCIÓN ELÉCTRICA Y SUBESTACIONES,ELECTRICAL DISTRIBUTION & SUBSTATIONS,DISTRIBUCIÓN ELÉCTRICA Y SUBESTACIONES,Gate House Substation / Subestación de Caseta,Gate House Substation,Subestación de Caseta
4379,4,3,7,9,4379,4,Electrical Distribution & Substations General / Distribución Eléctrica y Subestaciones - General,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES EN SITIO,ON-SITE GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES EN SITIO,ELECTRICAL DISTRIBUTION & SUBSTATIONS / DISTRIBUCIÓN ELÉCTRICA Y SUBESTACIONES,ELECTRICAL DISTRIBUTION & SUBSTATIONS,DISTRIBUCIÓN ELÉCTRICA Y SUBESTACIONES,Electrical Distribution & Substations General / Distribución Eléctrica y Subestaciones - General,Electrical Distribution & Substations General,Distribución Eléctrica y Subestaciones - General
438,4,3,8,0,4380,3,PROCESS CONTROL SYSTEM / SISTEMA DE CONTROL DE PROCESOS,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES EN SITIO,ON-SITE GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES EN SITIO,PROCESS CONTROL SYSTEM / SISTEMA DE CONTROL DE PROCESOS,PROCESS CONTROL SYSTEM,SISTEMA DE CONTROL DE PROCESOS,,,
4381,4,3,8,1,4381,4,Process Control System / Sistema de Control de Procesos,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES EN SITIO,ON-SITE GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES EN SITIO,PROCESS CONTROL SYSTEM / SISTEMA DE CONTROL DE PROCESOS,PROCESS CONTROL SYSTEM,SISTEMA DE CONTROL DE PROCESOS,Process Control System / Sistema de Control de Procesos,Process Control System,Sistema de Control de Procesos
4382,4,3,8,2,4382,4,Process CCTV / Circuito Cerrado de Televisión de Procesos,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES EN SITIO,ON-SITE GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES EN SITIO,PROCESS CONTROL SYSTEM / SISTEMA DE CONTROL DE PROCESOS,PROCESS CONTROL SYSTEM,SISTEMA DE CONTROL DE PROCESOS,Process CCTV / Circuito Cerrado de Televisión de Procesos,Process CCTV,Circuito Cerrado de Televisión de Procesos
439,4,3,9,0,4390,3,"COMMUNICATIONS, IT AND COMPUTING / COMUNICACIONES, TECNOLOGÍA INFORMÁTICA Y COMPUTACIÓN",ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES EN SITIO,ON-SITE GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES EN SITIO,"COMMUNICATIONS, IT AND COMPUTING / COMUNICACIONES, TECNOLOGÍA INFORMÁTICA Y COMPUTACIÓN","COMMUNICATIONS, IT AND COMPUTING","COMUNICACIONES, TECNOLOGÍA INFORMÁTICA Y COMPUTACIÓN",,,
4391,4,3,9,1,4391,4,External Telecommunications / Telecomunicaciones Externas,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES EN SITIO,ON-SITE GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES EN SITIO,"COMMUNICATIONS, IT AND COMPUTING / COMUNICACIONES, TECNOLOGÍA INFORMÁTICA Y COMPUTACIÓN","COMMUNICATIONS, IT AND COMPUTING","COMUNICACIONES, TECNOLOGÍA INFORMÁTICA Y COMPUTACIÓN",External Telecommunications / Telecomunicaciones Externas,External Telecommunications,Telecomunicaciones Externas
