key_dutie,Primary task detail activity,Maintenance type,Specialist,Constraint,Time,Amount Craft,Frequency,Unidad Periodo
3112-CV-301|02-03-05,"Para una lubricación inicial, utilizar la bomba de grasa y suministrar 4400 Gr. Posteriormente para otras frecuencias de lubricaciones, utilizar la bomba de grasa y suministrar XX Gr. (Grasa NGLI 2 EP)",LUBR,TEC-MEC,MAR,0.25,2,1500,H
3112-CV-301|02-03-06,"Monitorear el nivel de vibración de los rodamientos realizando medidas de aceleración y velocidad, cada punto de medición deberá contener la posición vertical, horizontal y axial, comparar el valor medido de acuerdo a las ISO 10816 y/o el estándar de vibración del área.",PRED,TEC-PRD,MAR,0.25,1,660,H
3112-CV-301|02-03-07,"Tomar parámetros de temperatura de los componentes internos con la cámara termográfica, cada punto deberá ser comparado de acuerdo a la norma ISO 18436-7 y/o el estándar de termografía del área.",PRED,TEC-PRD,MAR,0.25,1,660,H
3112-CV-301|02-04-01,"Verificar la temperatura de las chumaceras con el pirómetro con rangos entre 60 °C y 90 °C. Verificar ruido y/o vibración en condiciones normales, de encontrar un comportamiento inusual, medir con el vibrómetro en los puntos de las chumaceras con rangos entre XX mm/s2 y XX mm/s2. Verificar fuga de grasa por empaques y/o sello radiales, de ser necesario lubricar con grasa NLGI 2 EP. Verificar desgaste, desprendimiento y/o rotura del revestimiento. Verificar solturas y/o desajuste en los elementos de unión.",INSP,TEC-MEC,MAR,0.25,1,165,H
3112-CV-301|02-04-02,"Verificar desgaste, desprendimiento y/o rotura del revestimiento.
Tomar medidas del espesor del revestimiento",INSP,TEC-MEC,DET,0.25,2,2000,H
3112-CV-301|02-04-03,Verificar el destemplado de la banda. Desajustar pernos del portarodamientos e izar la polea con el equipo adecuado. Desmontar los portarodamientos con herramientas adecuadas. Montar y ajustar los nuevos portarodamientos con el torque adecuado. Verificar el correcto tensando y el alineamiento de la banda.,COND,TEC-MEC,DET,8,4,, 
3112-CV-301|02-04-04,Verificar el destemplado de la banda. Desajustar pernos del portarodamientos e izar la polea con el equipo adecuado. Desmontar los portarodamientos con herramientas adecuadas. Cambiar la nueva polea y montar los portarodamientos. Verificar el correcto tensando y el alineamiento de la banda.,PREV,TEC-MEC,DET,8,4,8000,H
3112-CV-301|02-04-05,"Para una lubricación inicial, utilizar la bomba de grasa y suministrar 9600 Gr. Posteriormente para otras frecuencias de lubricaciones, utilizar la bomba de grasa y suministrar XX Gr. (Grasa NGLI 2 EP)",LUBR,TEC-MEC,MAR,0.25,2,1500,H
3112-CV-301|02-04-06,"Monitorear el nivel de vibración de los rodamientos realizando medidas de aceleración y velocidad, cada punto de medición deberá contener la posición vertical, horizontal y axial, comparar el valor medido de acuerdo a las ISO 10816 y/o el estándar de vibración del área.",PRED,TEC-PRD,MAR,0.25,1,660,H
3112-CV-301|02-04-07,"Tomar parámetros de temperatura de los componentes internos con la cámara termográfica, cada punto deberá ser comparado de acuerdo a la norma ISO 18436-7 y/o el estándar de termografía del área.",PRED,TEC-PRD,MAR,0.25,1,660,H
3112-CV-301|02-05-01,"Verificar desgaste, desprendimiento y/o rotura del revestimiento.
Tomar medidas del espesor del revestimiento",INSP,TEC-MEC,DET,0.25,1,2000,H
3112-CV-301|02-05-02,"Verificar la temperatura de las chumaceras con el pirómetro con rangos entre 60 °C y 90 °C. Verificar ruido y/o vibración en condiciones normales, de encontrar un comportamiento inusual, medir con el vibrómetro en los puntos de las chumaceras con rangos entre XX mm/s2 y XX mm/s2. Verificar fuga de grasa por empaques y/o sello radiales, de ser necesario lubricar con grasa NLGI 2 EP. Verificar desgaste, desprendimiento y/o rotura del revestimiento. Verificar solturas y/o desajuste en los elementos de unión.",INSP,TEC-MEC,MAR,0.25,2,165,H
3112-CV-301|02-05-03,Verificar el destemplado de la banda. Desajustar pernos del portarodamientos e izar la polea con el equipo adecuado. Desmontar los portarodamientos con herramientas adecuadas. Montar y ajustar los nuevos portarodamientos con el torque adecuado. Verificar el correcto tensando y el alineamiento de la banda.,COND,TEC-MEC,DET,8,4,, 
3112-CV-301|02-05-04,Verificar el destemplado de la banda. Desajustar pernos del portarodamientos e izar la polea con el equipo adecuado. Desmontar los portarodamientos con herramientas adecuadas. Cambiar la nueva polea y montar los portarodamientos. Verificar el correcto tensando y el alineamiento de la banda.,PREV,TEC-MEC,DET,8,4,8000,H
3112-CV-301|02-05-05,"Para una lubricación inicial, utilizar la bomba de grasa y suministrar 2400 Gr. Posteriormente para otras frecuencias de lubricaciones, utilizar la bomba de grasa y suministrar XX Gr. (Grasa NGLI 2 EP)",LUBR,TEC-MEC,MAR,0.25,2,1500,H
3112-CV-301|02-05-06,"Monitorear el nivel de vibración de los rodamientos realizando medidas de aceleración y velocidad, cada punto de medición deberá contener la posición vertical, horizontal y axial, comparar el valor medido de acuerdo a las ISO 10816 y/o el estándar de vibración del área.",PRED,TEC-PRD,MAR,0.25,1,660,H
3112-CV-301|02-05-07,"Tomar parámetros de temperatura de los componentes internos con la cámara termográfica, cada punto deberá ser comparado de acuerdo a la norma ISO 18436-7 y/o el estándar de termografía del área.",PRED,TEC-PRD,MAR,0.25,1,660,H
3112-CV-301|03-01-01,Verificar la temperatura de Los rodamientos con el pirómetro con rangos entre 60 °C y 90 °C. Verificar ruido y/o vibración en condiciones normales. Verificar solturas y/o desajuste en los elementos de unión.,INSP,TEC-MEC,MAR,0.25,1,165,H
3112-CV-301|03-01-02,"Verificar el destemplado de la banda. Utilizar el equipo adecuado y aprobado para levantar la cama de polines. Montar la nueva cama de polines, de ser necesario realizar limpieza de residuos. Alinear las ranuras de la base del polín con los agujeros del estructura del transportador. Instale los pernos y deslice ambos lados del polín hacia la polea de cabeza. Verificar el correcto tensando y el alineamiento de la banda.",PREV,TEC-MEC,DET,3,3,660,H
3112-CV-301|03-02-01,Verificar la temperatura de Los rodamientos con el pirómetro con rangos entre 60 °C y 90 °C. Verificar ruido y/o vibración en condiciones normales. Verificar solturas y/o desajuste en los elementos de unión.,INSP,TEC-MEC,MAR,0.25,1,165,H
3112-CV-301|03-02-02,"Verificar el destemplado de la banda. Utilizar el equipo adecuado y aprobado para levantar la cama de polines. Montar la nueva cama de polines, de ser necesario realizar limpieza de residuos. Alinear las ranuras de la base del polín con los agujeros del estructura del transportador. Instale los pernos y deslice ambos lados del polín hacia la polea de cabeza. Verificar el correcto tensando y el alineamiento de la banda.",PREV,TEC-MEC,DET,3,3,660,H
3112-CV-301|03-03-01,Verificar la temperatura de Los rodamientos con el pirómetro con rangos entre 60 °C y 90 °C. Verificar ruido y/o vibración en condiciones normales. Verificar solturas y/o desajuste en los elementos de unión.,INSP,TEC-MEC,MAR,0.25,1,165,H
3112-CV-301|03-03-02,"Verificar el destemplado de la banda. Utilizar el equipo adecuado y aprobado para levantar la cama de polines. Montar la nueva cama de polines, de ser necesario realizar limpieza de residuos. Alinear las ranuras de la base del polín con los agujeros del estructura del transportador. Instale los pernos y deslice ambos lados del polín hacia la polea de cabeza. Verificar el correcto tensando y el alineamiento de la banda.",PREV,TEC-MEC,DET,3,3,660,H
3112-CV-301|03-04-01,Verificar la temperatura de Los rodamientos con el pirómetro con rangos entre 60 °C y 90 °C. Verificar ruido y/o vibración en condiciones normales. Verificar solturas y/o desajuste en los elementos de unión.,INSP,TEC-MEC,MAR,0.25,1,165,H
3112-CV-301|03-04-02,"Verificar el destemplado de la banda. Utilizar el equipo adecuado y aprobado para levantar la cama de polines. Montar la nueva cama de polines, de ser necesario realizar limpieza de residuos. Alinear las ranuras de la base del polín con los agujeros del estructura del transportador. Instale los pernos y deslice ambos lados del polín hacia la polea de cabeza. Verificar el correcto tensando y el alineamiento de la banda.",PREV,TEC-MEC,DET,3,3,660,H
3112-CV-301|04-01-01,"Inspeccionar las tuberías flexibles conduit que no presenten deterioro, inspeccionar que los pernos de anclaje no presenten corrosión, inspeccionar que los instrumentos no presente daños: HS-30153A, HS-30153B, HS-30155A, HS-30155B, HS-30157A, HS-30157B.",INSP,TEC-INS,MAR,0.5,2,1,M
3112-CV-301|04-01-02,"Inspeccionar las tuberías flexibles conduit que no presenten deterioro, inspeccionar que los pernos de anclaje no presenten corrosión, inspeccionar que los instrumentos no presente daños: TT-38003, TT-38004, TT-38011, TT-38012, TT-38013, TT-38014, TT-38015, TT-38016, TT-38020, TT-38021, TT-38022, TT-38024, TT-38046, TT-38047, TT-38048.",INSP,TEC-INS,MAR,1,2,1,M
3112-CV-301|04-01-03,"Inspeccionar las tuberías flexibles conduit que no presenten deterioro, inspeccionar que los pernos de anclaje no presenten corrosión, inspeccionar que los instrumentos no presente daños: ZS-30152A, ZS-30152B, ZS-30154, ZS-30164, ZS-30165A, ZS-30165B, ZS-30166A, ZS-30166B, ZSH-30160, ZSL-30159.",INSP,TEC-INS,MAR,0.5,2,1,M
3112-CV-301|04-01-04,"Inspeccionar las tuberías flexibles conduit que no presenten deterioro, inspeccionar que los pernos de anclaje no presenten corrosión, inspeccionar que los instrumentos no presente daños: SSL-30150.",INSP,TEC-INS,MAR,0.25,2,1,M
3112-CV-301|04-01-05,"Inspeccionar las tuberías flexibles conduit que no presenten deterioro, inspeccionar que los pernos de anclaje no presenten corrosión, inspeccionar que los instrumentos no presente daños: PDS-38033, PS-38035, PS-38037.",INSP,TEC-INS,MAR,0.25,2,1,M
3112-CV-301|04-01-06,"Inspeccionar las tuberías flexibles conduit que no presenten deterioro, inspeccionar que los pernos de anclaje no presenten corrosión, inspeccionar que los instrumentos no presente daños: FS-38039, LSL-38027, SSL-30150, TS-38041, , UE-30165, VT-38025, VT-38026, YY-38030, YY-38032.",INSP,TEC-INS,MAR,0.5,2,1,M
3112-CV-301|04-01-07,"Limpiar el exterior con trapo y solvente dieléctrico, retirar la tapa de conexiones y limpiar con limpia contactos, realizar el ajuste de conexiones, inspeccionar cables y terminales, realizar pruebas de continuidad en los interruptores: HS-30153A, HS-30153B, HS-30155A, HS-30155B, HS-30157A, HS-30157B.",PREV,TEC-INS,DET,1,2,4000,H
3112-CV-301|04-01-08,"Limpiar el exterior con trapo y solvente dieléctrico, retirar la tapa de conexiones y limpiar con limpia contactos, realizar el ajuste de conexiones, inspeccionar cables y terminales, realizar pruebas de continuidad en los interruptores: TT-38003, TT-38004, TT-38011, TT-38012, TT-38013, TT-38014, TT-38015, TT-38016, TT-38020, TT-38021, TT-38022, TT-38024, TT-38046, TT-38047, TT-38048.",PREV,TEC-INS,DET,1.5,2,4000,H
3112-CV-301|04-01-09,"Limpiar el exterior con trapo y solvente dieléctrico, retirar la tapa de conexiones y limpiar con limpia contactos, realizar el ajuste de conexiones, inspeccionar cables y terminales, realizar pruebas de continuidad en los interruptores: ZS-30152A, ZS-30152B, ZS-30154, ZS-30164, ZS-30165A, ZS-30165B, ZS-30166A, ZS-30166B, ZSH-30160, ZSL-30159.",PREV,TEC-INS,DET,1,2,4000,H
3112-CV-301|04-01-10,"Limpiar el exterior con trapo y solvente dieléctrico, retirar la tapa de conexiones y limpiar con limpia contactos, realizar el ajuste de conexiones, inspeccionar cables y terminales, realizar pruebas de continuidad en los interruptores: SSL-30150.",PREV,TEC-INS,DET,0.5,2,4000,H
3112-CV-301|04-01-11,"Limpiar el exterior con trapo y solvente dieléctrico, retirar la tapa de conexiones y limpiar con limpia contactos, realizar el ajuste de conexiones, inspeccionar cables y terminales, realizar pruebas de continuidad en los interruptores: PDS-38033, PS-38035, PS-38037.",PREV,TEC-INS,DET,0.5,2,4000,H
3112-CV-301|04-01-12,"Limpiar el exterior con trapo y solvente dieléctrico, retirar la tapa de conexiones y limpiar con limpia contactos, realizar el ajuste de conexiones, inspeccionar cables y terminales, realizar pruebas de continuidad en los interruptores: FS-38039, LSL-38027, SSL-30150, TS-38041, , UE-30165, VT-38025, VT-38026, YY-38030, YY-38032.",PREV,TEC-INS,DET,1,2,4000,H
3112-CV-301|04-01-13,"Retirar la tapa de conexiones, realizar el cambio de instrumentos de acuerdo a condición, realizar el ajuste de conexiones del instrumento reemplazado, inspeccionar cables y terminales, realizar pruebas de continuidad en los interruptores: FS-38039, HS-30153A, HS-30153B, HS-30155A, HS-30155B, HS-30157A, HS-30157B, LSL-38027, PDS-38033, PS-38035, PS-38037, SSL-30150, TS-38041, TT-38003, TT-38004, TT-38011, TT-38012, TT-38013, TT-38014, TT-38015, TT-38016, TT-38020, TT-38021, TT-38022, TT-38024, TT-38046, TT-38047, TT-38048, UE-30165, VT-38025, VT-38026, YY-38030, YY-38032, ZS-30152A, ZS-30152B, ZS-30154, ZS-30164, ZS-30165A, ZS-30165B, ZS-30166A, ZS-30166B, ZSH-30160, ZSL-30159.",COND,TEC-INS,DET,4,2,, 
3112-CV-301|04-02-01,"Realizar la contrastación del instrumento, de ser necesario realizar el ajuste. Realizar pruebas de funcionamiento de los instrumentos, pruebas de lazo de control con sala de control: TT-38003, TT-38004, TT-38011, TT-38012, TT-38013, TT-38014, TT-38015, TT-38016, TT-38020, TT-38021, TT-38022, TT-38024, TT-38046, TT-38047, TT-38048, VT-38025, VT-38026, WIT-30156.",PREV,TEC-INS,MAR,4,2,4000,H
3112-CV-301|04-03-01,"Limpiar el interior con limpia contactos y el exterior con trapo y solvente dieléctrico de ser necesario, ajustar conexiones, inspeccionar cables y terminales en el tablero de control, inspeccionar botoneras y indicadores. Realizar calibración de ser necesario.",PREV,TEC-ELE,DET,3,1,660,H
3112-CV-301|04-03-02,Realizar la calibración de la balanza a distintas velocidades sin carga.,PREV,TEC-ELE,MAR,12,2,4000,H
3112-CV-301|04-04-01,"Realizar Limpieza de la estructura del detector de metales, retiro de piedras incrustadas, partículas polvo, verificar soportes del detector, verificar el aislamiento de la estructura, ajustar las conexiones del detector de metales, verificar que cableado se encuentre en buen estado, verificar el estado de componentes en el tablero de control, realizar limpieza exterior e interior, realizar el ajuste de conexiones, inspeccionar cables y terminales.",PREV,TEC-ELE,DET,2,2,660,H
3112-CV-301|04-04-02,"La Calibración del detector de metales, se realizará con piezas metálicas de tamaño definido con el área de operaciones. Colocar las piezas metálicas sobre la faja, para verificar la sensibilidad del detector de metales. Reajustar de ser necesario. Para el retiro de las piezas metálicas se deberá detener la Faja Transportadora y Aplicar el bloqueo. Una vez verificado la sensibilidad del detector de metales comunicar al operador del área.",PREV,TEC-ELE,DET,1,2,4000,H
3112-CV-301|05-01-01,"Verificar el estado de la polea de tensado, la estructura de tensado, las poleas y los cables del contrapeso. Verificar los elementos de unión de todo el sistema y la lubricación de los componentes.",INSP,TEC-MEC,DET,0.25,1,1000,H
3112-CV-301|05-01-02,"Realizar el mantenimiento de la estructura de tensado, las poleas guía y los cables del contrapeso, cambiar de ser necesario. Verificar elementos de sujeción, reemplazarlos y retorquear de ser necesario",PREV,TEC-MEC,DET,4,2,4000,H
3112-CV-301|05-02-01,"Verificar el estado de la hoja de uretano, el bastidor y del estado del sistema de tensado.",INSP,TEC-MEC,DET,0.25,1,660,H
3112-CV-301|05-02-02,"Desmontar el raspador de su base, montar el nuevo raspador, asegurar el componente, tensar la hoja de uretano y colocarlo en la posición correcta sobre la faja.",COND,TEC-MEC,DET,2,2,, 
3112-CV-301|05-03-01,"Verificar el estado de la hoja de tungsteno, el bastidor y del estado del sistema de tensado.",INSP,TEC-MEC,DET,0.25,1,660,H
3112-CV-301|05-03-02,"Desmontar el raspador de su base, desmontar las placas desgastadas, cambiar nuevas placas de tungsteno, asegurar el componente, tensar las placas y colocarlo el componente en la posición correcta sobre la faja.",COND,TEC-MEC,DET,2,2,, 
3112-CV-301|05-04-01,"Verificar el estado de las hojas transversales, la hoja de la punta del raspador, el bastidor y del estado del sistema de tensado.",INSP,TEC-MEC,DET,0.25,1,660,H
3112-CV-301|05-04-02,"Desmontar el raspador de su base, desmontar las placas transversales y de punta desgastadas, cambiar nuevas placas , asegurar el componente, tensar las placas y colocarlo el componente en la posición correcta sobre la faja.",COND,TEC-MEC,DET,2,2,, 
3112-CV-301|05-05-01,"Realizar la inspección de los equipos de iluminación verificando que las protecciones como micas o pantallas de protección se encuentren en buen estado, verificar que no hayan cables sueltos, verificar que los soportes y pernos de anclaje se encuentren completos y en buen estado.",INSP,TEC-ELE,MAR,0.5,2,3,M
3112-CV-301|05-05-02,"Realizar el cambio de luminarias, reparación en conexionado de acuerdo a condición.",COND,TEC-ELE,MAR,2,2,, 
3112-CV-302|01-01-01,"Inspeccionar conexión a tierra, cables de alimentación, caja de conexiones, pernos de anclaje, carcasa del motor, ventilador, tuberías flexibles conduit, verificar pintura de motor, inspeccionar fugas de lubricante en rodamientos. De ser necesario realizar la actividad de limpieza del motor con caudal de aire.
Registrar los parámetros eléctricos de cada motor.",INSP,TEC-ELE,MAR,0.5,2,1,S
3112-CV-302|01-01-02,"Limpiar parte externa del motor (carcaza, tapa de ventiladores, puntos de lubricación) con caudal de aire (blower), espátula, brocha y trapo para pulverizar con solvente dieléctrico, retirar sulfato y oxido de pernos de anclaje y conexiones a tierra.",PREV,TEC-ELE,DET,1,2,1000,H
3112-CV-302|01-01-03,"Limpiar el exterior con trapo y solvente dieléctrico de ser necesario, ajustar conexiones, verificar que los terminales se encuentren en buen estado, verificar la hermeticidad de la caja de conexiones, inspeccionar el cable de alimentación. Aplicar anticorrosivo de zinc a pernos de tapa.
Comprobar la continuidad de cada elemento del calefactor.",PREV,TEC-ELE,DET,2,2,4000,H
3112-CV-302|01-01-04,"Limpiar el exterior con trapo y solvente dieléctrico de ser necesario, ajustar conexiones, verificar que los terminales se encuentren en buen estado, verificar la hermeticidad de la caja de conexiones, inspeccionar el cable de alimentación, verificar el ajuste según las especificaciones del fabricante. 
Aplicar anticorrosivo de zinc a pernos de tapa.",PREV,TEC-ELE,DET,1,2,4000,H
3112-CV-302|01-01-05,"Retirar la tapa del ventilador, limpiar el ventilador con trapo y solvente dieléctrico, colocar la tapa del ventilador, cambiar el ventilador si se encuentra roto.",PREV,TEC-ELE,DET,0.5,2,4000,H
3112-CV-302|01-01-06,"Limpiar el terminal del cable a tierra, ajustar terminal del cable a tierra, cambiar el terminal del cable a tierra de ser necesario, inspeccionar integridad del cable.",PREV,TEC-ELE,DET,0.5,2,4000,H
3112-CV-302|01-01-07,"Retirar las tapas del lado ventilador y lado acople, retirar los rodamientos con el extractor de rodamientos, colocar los rodamientos nuevos, colocar las tapas retiradas. Rodamiento delantero 6322-C3, Rodamiento posterior 6319-C3 (El cambio se realizara según monitoreo de condición).",COND,TEC-ELE,DET,5,2,, 
3112-CV-302|01-01-08,"Retirar la tapa de la caja de conexiones, desconectar cables de alimentación, medir resistencia de aislamiento, conectar los cables, cerrar la tapa de conexión. Registrar datos de actividad en formato establecido.",PREV,TEC-ELE,DET,1,2,4000,H
3112-CV-302|01-01-09,"Retirar el tapón de la grasera del rodamiento a engrasar, limpiar la grasera con un trapo, retirar tapón de drenaje de grasa, colocar la manguera de la bomba de engrase sobre la grasera, rellenar de grasa y retirar la manguera, colocar nuevamente los tapones y ajustarlo debidamente, verificar que no existen fugas (lagrimeo). Rodamiento delantero 6322-C3 cantidad de grasa 60g intervalo de lubricación 6000 h.",LUBR,TEC-ELE,MAR,0.5,2,6000,H
3112-CV-302|01-01-10,"Retirar el tapón de la grasera del rodamiento a engrasar, limpiar la grasera con un trapo, retirar tapón de drenaje de grasa, colocar la manguera de la bomba de engrase sobre la grasera, rellenar de grasa y retirar la manguera, colocar nuevamente los tapones y ajustarlo debidamente, verificar que no existen fugas (lagrimeo). Rodamiento posterior 6319-C3 cantidad de grasa 45g intervalo de lubricación 8000 h.",LUBR,TEC-ELE,MAR,0.5,2,8000,H
3112-CV-302|01-01-11,Utilizando el pirómetro tomar lectura y registrar la temperatura en los rodamientos verificando que no exceda según manual de fabricante.,INSP,TEC-ELE,MAR,0.5,1,1,S
3112-CV-302|01-01-12,Utilizando el pirómetro tomar lectura y registrar la temperatura en el estator verificando que no exceda según datos de placa. (Considerar que la temperatura real es aproximadamente 20°C de la temperatura medida),INSP,TEC-ELE,MAR,0.5,1,1,S
3112-CV-302|01-01-13,"Monitorear el nivel de vibración de los rodamientos del reductor realizando medidas de aceleración y velocidad, cada punto de medición deberá contener la posición vertical, horizontal y axial, comparar el valor medido de acuerdo a las ISO 10816 y/o el estándar de vibración del área.",PRED,TEC-PRD,MAR,1,1,660,H
3112-CV-302|01-01-14,"Limpiar el área donde se va a tomar la medición, determinar la distancia de medición apropiada del área que queremos medir que es medible o visible, el Angulo de visión, el objeto identificable más pequeño y el objeto medible/marca de medición más pequeño, tomar termografía al motor, la captura debe ser tomada a todo el motor, descargar la captura en la computadora y realizar el análisis de la toma. (Considerar que la temperatura real del estator es aproximadamente 15 a 20°C de la temperatura medida).",PRED,TEC-PRD,MAR,0.5,1,660,H
3112-CV-302|01-02-01,"Realizar una inspección de los módulos externos, borneras y cables, realizar el ajuste de las borneras de los cables de control y fuerza del variador, de encontrar cables sueltos se deberá revisar los planos del variador para realizar el seguimiento correspondiente, verificar tarjetas electrónica de control y potencia teniendo en consideración no dañar la fibra óptica y usando brazalete antiestático con la conexión a tierra correspondiente, revisar la conexión de la fibra óptica y los cables flat, realizar una limpieza de la parte exterior del variador, realizar la limpieza del ventilador, retirar los filtros, de encontrarse saturados y/o dañados proceder a su cambio. Aspirar interior del gabinete del variador. Realizar back up del variador a través del ordenador.",PREV,TEC-ELE,DET,2,2,4000,H
3112-CV-302|01-03-01,"Limpiar el interior y exterior de la botonera, realizar el ajuste de conexiones, inspección de cables y terminales, cambio de contactos sulfatados, ajuste de pernos, reemplazo de cables, realizar prueba de continuidad.",PREV,TEC-ELE,DET,1,1,4000,H
3112-CV-302|01-04-01,"Verificación de humedad en tablero, verificar que cuente con silica gel o absorbedor de humedad, verificar el conexionado de puesta a tierra, inspección de prensaestopas.",INSP,TEC-ELE,DET,1,1,1,S
3112-CV-302|01-05-01,"Limpiar el interior con limpia contactos y el exterior con trapo y solvente dieléctrico de ser necesario, realizar ajuste de conexiones, inspeccionar cables y terminales, realizar el ajuste de conexiones, limpieza interior, prueba de continuidad, inspección de cables y terminales de la parada de emergencia, reemplazar contactos deteriorados de ser necesario.
Comprobar las luces del panel, inspeccionar el panel en busca de botones, interruptores e indicadores averiados o faltantes, sustituir según se requiera, , si cuenta con ventilador verificar el cableado y filtro.",PREV,TEC-ELE,DET,2,2,4000,H
3112-CV-302|01-06-01,"Limpiar el interior con limpia contactos y el exterior con trapo y solvente dieléctrico de ser necesario, realizar ajuste de conexiones, inspeccionar cables y terminales, inspeccionar las tuberías flexibles conduit que no presenten deterioro.",PREV,TEC-ELE,DET,1,2,4000,H
3112-CV-302|01-07-01,Inspección de elementos de unión y protección del acople.,INSP,TEC-MEC,MAR,0.25,1,165,H
3112-CV-302|01-07-02,Verificar el desgaste del disco de freno y de las pastillas de freno.,INSP,TEC-MEC,MAR,0.25,1,165,H
3112-CV-302|01-07-03,"Desmontar el acople, verificar si los diámetros del eje se encuentran dentro de los valores correctos de tolerancia y ajuste para el componente, verificar el estado de los elementos de arrastre(chavetas) y de los canales chaveteros en el eje, montaje del nuevo acoplamiento teniendo en cuenta no dañar los componentes en este proceso.",COND,TEC-MEC,DET,6,3,, 
3112-CV-302|01-07-04,"Corregir defectos de pie cojo en el equipo móvil, diagnosticar el desalineamiento con equipo laser, lainar los puntos de anclaje del equipo móvil así como los desplazamientos horizontales según los datos del equipo de alineamiento laser, torquear pernos de anclaje, realizar medición de estado final de alineamiento dentro de valores de tolerancia con el equipo de alineamiento.",COND,TEC-PRD,DET,2,2,, 
3112-CV-302|01-08-01,Inspección de elementos de unión y protección del acople.,INSP,TEC-MEC,MAR,0.25,1,165,H
3112-CV-302|01-08-02,"Verificar estado de elastómero, reemplazarlo de ser necesario.",INSP,TEC-MEC,DET,2,2,4000,H
3112-CV-302|01-08-03,"Desmontar el acople, verificar si los diámetros del eje se encuentran dentro de los valores correctos de tolerancia y ajuste para el componente, verificar el estado de los elementos de arrastre(chavetas) y de los canales chaveteros en el eje, montaje del nuevo acoplamiento teniendo en cuenta no dañar los componentes en este proceso.",COND,TEC-MEC,DET,3,2,, 
3112-CV-302|01-08-04,"Corregir defectos de pie cojo en el equipo móvil, diagnosticar el desalineamiento con equipo laser, lainar los puntos de anclaje del equipo móvil así como los desplazamientos horizontales según los datos del equipo de alineamiento laser, torquear pernos de anclaje, realizar medición de estado final de alineamiento dentro de valores de tolerancia con el equipo de alineamiento.",COND,TEC-PRD,DET,2,2,, 
3112-CV-302|01-09-01,Verificar la temperatura de los rodamientos con el pirómetro con rangos entre 60 °C y 90 °C.. Verificar ruido y/o vibración en condiciones normales. Verificar fuga de aceite por empaques y/o sello radiales. Verificar solturas y/o desajuste en los elementos de unión.,INSP,TEC-MEC,MAR,0.25,1,165,H
3112-CV-302|01-09-02,Verificar el nivel de aceite correcto De ser necesario rellenar con aceite CLP-220 hasta donde indique la mirilla de aceite.,INSP,TEC-MEC,MAR,0.25,1,660,H
3112-CV-302|01-09-03,"El primer cambio se debe realizar a las 500H horas de operación, la frecuencia de cambio de aceite posterior será anualmente. Emplear aceite CLP-220, ISO VG 220, Mobilgear 600 XP 220, 135 LITROS. Considerar el tiempo de asentamiento del reductor con un tiempo de 500H después de cada cambio.",PREV,TEC-MEC,DET,4,2,8000,H
3112-CV-302|01-09-04,"Realizar el cambio de los rodamientos del reductor (rodamiento de rodillos cónicos), verificando el juego radial interno en cada uno de ellos según valores indicados en tablas de rodamientos.",COND,TEC-MEC,DET,14,3,, 
3112-CV-302|01-09-05,"Desmontar la carcaza y los ejes de transmisión del reductor, desmontar los sellos radiales en todos los alojamientos de los rodamientos utilizando las herramientas adecuadas, cambiar los sellos radiales y ajustar la carcasa y las tapas para comprobar la estanqueidad del equipo.",COND,TEC-MEC,DET,4,2,, 
3112-CV-302|01-09-06,"Desmontar el sistema de freno, verificar el estado de las pastillas, si la medida de las pastillas está por debajo de los 2mm, realizar el cambio de las pastillas, regular el freno y asegurar los componentes.",PREV,TEC-MEC,DET,2,2,1000,H
3112-CV-302|01-09-07,"Monitorear el nivel de vibración de los rodamientos del reductor realizando medidas de aceleración y velocidad, cada punto de medición deberá contener la posición vertical, horizontal y axial, comparar el valor medido de acuerdo a las ISO 10816 y/o el estándar de vibración del área.",PRED,TEC-PRD,MAR,0.25,1,660,H
3112-CV-302|01-09-08,Tomar parámetros de temperatura con la cámara termográfica en el punto 1 lado libre con rangos de XX°C y XX°C. Tomar parámetros de temperatura con la cámara termográfica en el punto 2 lado accionamiento con rangos de XX°C y XX°C. Tomar parámetros de temperatura con la cámara termográfica en el punto 3 lado accionamiento con rangos de XX°C y XX°C. Tomar parámetros de temperatura con la cámara termográfica en el punto 4 lado libre con rangos de XX°C y XX°C.,PRED,TEC-PRD,MAR,0.25,1,660,H
3112-CV-302|01-09-09,Retirar válvula de muestreo. Insertar manguera de extracción sujeto a la jeringa y/o bomba de vacío. Colocar envase esterilizado y llenar con aceite que será analizado hasta las 3/4 partes. Tapar el envase para evitar contaminación externa. Retirar manguera y colocar válvula de muestreo. Limpiar rastros de aceite.,PRED,TEC-PRD,MAR,0.25,1,660,H
3112-CV-302|01-10-01,"Verificar el estado de las conexiones, los filtros, la bomba hidráulica. Verificar la temperatura y los ruidos o vibraciones excesivas en el sistema.",INSP,TEC-MEC,MAR,0.25,1,660,H
3112-CV-302|01-10-02,"Desmontar la bomba del sistema de refrigeración, reemplazar el componente, realizar los ajustes en el sistema.",COND,TEC-MEC,DET,4,2,, 
3112-CV-302|01-10-03,"Desmontar los filtros del sistema, reemplazar los componentes y hacer los ajustes en el sistema.",PREV,TEC-MEC,DET,0.5,1,4000,H
3112-CV-302|01-10-04,"Limpieza externa de la carcasa, limpieza de la tapa de ventilador, limpieza puntos de engrase.",PREV,TEC-ELE,DET,0.5,2,4000,H
